stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
490006845N,,Kingwood Road (Stop FL),,51.4768980,-0.2160870,,,0,,Europe/London,1
490006876N,,Chelsea Physic Garden,,51.4846120,-0.1634600,,,0,,Europe/London,1
490006876S,,Chelsea Physic Garden,,51.4845090,-0.1633340,,,0,,Europe/London,1
490006945N,,Forthbridge Road (Stop U),,51.4613190,-0.1537700,,,0,,Europe/London,1
490006945W,,Forthbridge Road (Stop X),,51.4612200,-0.1542780,,,0,,Europe/London,1
490006956C,,Gloucester Road (Stop GK),,51.4950070,-0.1843060,,,0,,Europe/London,1
490006956D,,Ashburn Gardens (Stop GV),,51.4947620,-0.1852230,,,0,,Europe/London,1
490007044B,,Frogmore (Stop B),,51.4585800,-0.1985490,,,0,,Europe/London,1
490007044C,,Frogmore (Stop C),,51.4587100,-0.1980400,,,0,,Europe/London,1
490007050E,,Fulham Cross (Stop HD),,51.4827270,-0.2132390,,,0,,Europe/London,1
490007050S,,Munster Road  Fulham Cross (Stop HH),,51.4821280,-0.2134500,,,0,,Europe/London,1
490007050W,,Fulham Cross (Stop HE),,51.4829100,-0.2152480,,,0,,Europe/London,1
490007051N,,Fulham High Street (Stop FJ),,51.4706730,-0.2111040,,,0,,Europe/London,1
490007051S,,Fulham High St  New Kings Rd (Stop FU),,51.4702300,-0.2103720,,,0,,Europe/London,1
490007053E,,Fulham Pools (Stop BL),,51.4838490,-0.2078660,,,0,,Europe/London,1
490007054E,,Fulham Palace Road (Stop FP),,51.4719510,-0.2105930,,,0,,Europe/London,1
490007054S,,Fulham Road (Stop FO),,51.4721070,-0.2114940,,,0,,Europe/London,1
490007054W,,Fulham Palace Road (Stop FT),,51.4721150,-0.2101110,,,0,,Europe/London,1
490007055HK,,Fulham Road  Chelsea & Westminster Hosp (Stop HK),,51.4844550,-0.1846390,,,0,,Europe/London,1
490007055HL,,Fulham Road (Stop HL),,51.4838140,-0.1861480,,,0,,Europe/London,1
490007057H,,Fulham Town Hall (Stop H),,51.4794460,-0.1951200,,,0,,Europe/London,1
490007057R,,Fulham Town Hall (Stop R),,51.4793930,-0.1947190,,,0,,Europe/London,1
490007057S,,Fulham Town Hall (Stop S),,51.4792480,-0.1945090,,,0,,Europe/London,1
490007057T,,Fulham Town Hall (Stop T),,51.4789730,-0.1947500,,,0,,Europe/London,1
490007237E,,Glenrosa Street (Stop H),,51.4707600,-0.1851820,,,0,,Europe/London,1
490007237W,,Glenrosa Street (Stop C),,51.4713210,-0.1848570,,,0,,Europe/London,1
490007281E,,Putney Bridge (Stop AP),,51.4684520,-0.2107580,,,0,,Europe/London,1
490007281U,,Putney Bridge Stn Gonville St (Stop FD),,51.4682010,-0.2113010,,,0,,Europe/London,1
490007342E,,Sunbury Lane (Stop G),,51.4756320,-0.1734690,,,0,,Europe/London,1
4900074801,,Green Line Coach Station (Stop 1),,51.4933620,-0.1458640,,,0,,Europe/London,1
49000748010,,Green Line Coach Station (Stop 10),,51.4928250,-0.1475570,,,0,,Europe/London,1
4900074802,,Green Line Coach Station (Stop 2),,51.4931830,-0.1459870,,,0,,Europe/London,1
4900074804,,Green Line Coach Station (Stop 4),,51.4927940,-0.1462620,,,0,,Europe/London,1
4900074806,,Green Line Coach Station (Stop 6),,51.4937550,-0.1469290,,,0,,Europe/London,1
4900074809,,Green Line Coach Station (Stop 9),,51.4931140,-0.1473580,,,0,,Europe/London,1
490007492E,,Green Park  Constitution Hill (Stop E),,51.5039940,-0.1477670,,,0,,Europe/London,1
490007530N,,Greyhound Road Barons Court (Stop HS),,51.4842570,-0.2198760,,,0,,Europe/London,1
490007530S,,Greyhound Road Barons Court (Stop HB),,51.4857600,-0.2199620,,,0,,Europe/London,1
490007544N1,,Victoria Station Oxford Tube (Stop 10A),,51.4967380,-0.1460150,,,0,,Europe/London,1
490007544Q,,Grosvenor Gardens (Stop Q),,51.4969180,-0.1455330,,,0,,Europe/London,1
490007550X,,Vauxhall Bridge  Millbank (Stop X),,51.4881970,-0.1286010,,,0,,Europe/London,1
490007608N,,Gunter Grove (Stop HX),,51.4816860,-0.1841730,,,0,,Europe/London,1
490007702Y,,Hammersmith Broadway (Stop N),,51.4899750,-0.2233700,,,0,,Europe/London,1
490007702Z,,Hammersmith Broadway (Stop M),,51.4909550,-0.2233900,,,0,,Europe/London,1
490007704QA,,Hammersmith Broadway (Stop Z4),,51.4929810,-0.2217690,,,0,,Europe/London,1
490007709H,,Kensington Olympia Hammersmith Road (Stop V),,51.4946560,-0.2110730,,,0,,Europe/London,1
490007709S,,Kensington Olympia (Stop P),,51.4944310,-0.2105190,,,0,,Europe/London,1
490007754E,,Hannell Road (Stop HJ),,51.4815900,-0.2117850,,,0,,Europe/London,1
490007754W,,Munster Road Fulham (Stop HK),,51.4813880,-0.2122540,,,0,,Europe/London,1
490007806W,,Harleyford Road  Durham Street,,51.4849240,-0.1191140,,,0,,Europe/London,1
490007839E,,Harrington Road (Stop GN),,51.4942630,-0.1786160,,,0,,Europe/London,1
490007841KA,,Harrods (Stop KA),,51.4994620,-0.1636410,,,0,,Europe/London,1
490007841KB,,Harrods (Stop KB),,51.4994090,-0.1642480,,,0,,Europe/London,1
490007875C,,North End Road Walham Green (Stop C),,51.4803580,-0.2011190,,,0,,Europe/London,1
490007998S,,Heathfield Road (Stop SW),,51.4525570,-0.1792690,,,0,,Europe/London,1
490008093W,,Herndon Road (Stop SJ),,51.4571500,-0.1878520,,,0,,Europe/London,1
490008280S,,Wallis Close (Stop M),,51.4661940,-0.1778480,,,0,,Europe/London,1
490008286N,,Holland Gardens (Stop N),,51.4988210,-0.2089790,,,0,,Europe/London,1
490008287E,,Holland Road (Stop L),,51.4969750,-0.2051760,,,0,,Europe/London,1
490008288H,,Holland St High St Kensington (Stop H),,51.5030980,-0.1916210,,,0,,Europe/London,1
490008374N,,Horseferry Road Westminster (Stop NT),,51.4956440,-0.1292900,,,0,,Europe/London,1
490008374S,,Horseferry Road Westminster (Stop NL),,51.4956970,-0.1291440,,,0,,Europe/London,1
490008380HC,,Hortensia Road (Stop HC),,51.4825060,-0.1864880,,,0,,Europe/London,1
490008380HD,,Hortensia Road (Stop HD),,51.4822690,-0.1869150,,,0,,Europe/London,1
490008418W,,Huguenot Place  Alma Road (Stop SH),,51.4578170,-0.1834930,,,0,,Europe/London,1
490008433N,,Sullivan Court,,51.4702760,-0.1976850,,,0,,Europe/London,1
490008433S,,Sullivan Court,,51.4702450,-0.1974990,,,0,,Europe/London,1
490008434N,,Townmead Road (Stop TE),,51.4674720,-0.1901500,,,0,,Europe/London,1
490008434S,,Townmead Road (Stop TL),,51.4670870,-0.1897050,,,0,,Europe/London,1
490008435E,,Putney Bridge  Fulham High St (Stop FW),,51.4693720,-0.2095130,,,0,,Europe/London,1
490008435W,,Putney Bridge  Fulham High St (Stop FX),,51.4693600,-0.2088940,,,0,,Europe/London,1
490008486N,,Ingrave Street (Stop N),,51.4672580,-0.1705780,,,0,,Europe/London,1
490008500S,,Irving Grove (Stop K),,51.4696390,-0.1198430,,,0,,Europe/London,1
490008547E,,Fulham Broadway (Stop E),,51.4802170,-0.1984170,,,0,,Europe/London,1
490008547F,,Fulham Broadway (Stop F),,51.4803850,-0.1976320,,,0,,Europe/London,1
490008652A,,Kensington Station (Stop K),,51.4957310,-0.2097190,,,0,,Europe/London,1
490008652C,,Kensington Station (Stop C),,51.4962390,-0.2063860,,,0,,Europe/London,1
490008652E,,Kensington Station (Stop D),,51.4959910,-0.2078360,,,0,,Europe/London,1
490008677N,,Fulham Cemetery (Stop HP),,51.4796100,-0.2176950,,,0,,Europe/London,1
490008677S,,Fulham Cemetery (Stop HM),,51.4801220,-0.2176320,,,0,,Europe/London,1
490008763KF,,Carlyle Square Chelsea (Stop KF),,51.4866290,-0.1711140,,,0,,Europe/London,1
490008845S,,Kingwood Road (Stop FM),,51.4779510,-0.2167520,,,0,,Europe/London,1
490008875KH,,Knightsbridge Station  Harrods (Stop KH),,51.5017740,-0.1631450,,,0,,Europe/London,1
490008915N,,Lambeth Bridge (Stop ND),,51.4933970,-0.1254500,,,0,,Europe/London,1
490008915S2,,Lambeth Bridge (Stop NC),,51.4937130,-0.1249760,,,0,,Europe/London,1
490008916E,,Lambeth Bridge (Stop SN),,51.4935420,-0.1214390,,,0,,Europe/London,1
490008916S,,Lambeth Bridge (Stop SE),,51.4932520,-0.1212920,,,0,,Europe/London,1
490008917E1,,Lambeth Palace (Stop SC),,51.4947930,-0.1192550,,,0,,Europe/London,1
490008917E2,,Lambeth Palace (Stop SB),,51.4947510,-0.1195590,,,0,,Europe/London,1
490008917N,,Lambeth Palace (Stop SP),,51.4949530,-0.1208910,,,0,,Europe/London,1
490008917S,,Lambeth Palace (Stop SA),,51.4952930,-0.1206900,,,0,,Europe/London,1
490008917W,,Lambeth Palace (Stop SD),,51.4943960,-0.1199480,,,0,,Europe/London,1
490008921W,,Lambourn Road (Stop E),,51.4669990,-0.1470910,,,0,,Europe/London,1
490008969N,,Lansdowne Green (Stop H),,51.4759940,-0.1308430,,,0,,Europe/London,1
490008969S,,Lansdowne Green (Stop M),,51.4766770,-0.1302820,,,0,,Europe/London,1
490008970D,,Lansdowne Way (Stop D),,51.4741670,-0.1206500,,,0,,Europe/London,1
490008970E,,Lansdowne Way (Stop E),,51.4741290,-0.1204220,,,0,,Europe/London,1
490008978N1,,Larkhall Park (Stop G),,51.4748000,-0.1321880,,,0,,Europe/London,1
490008978N2,,Larkhall Park (Stop N),,51.4745940,-0.1321100,,,0,,Europe/London,1
490008990J,,Latymer Court (Stop G),,51.4933170,-0.2190190,,,0,,Europe/London,1
490008990Q,,Latymer Court (Stop X),,51.4931180,-0.2189840,,,0,,Europe/London,1
490008990S,,Hammersmith Road (Stop XC),,51.4930880,-0.2186250,,,0,,Europe/London,1
490009007W,,Lavender Hill Police Station (Stop E),,51.4642830,-0.1630810,,,0,,Europe/London,1
490009008K,,Lavender Hill Police Station (Stop K),,51.4642140,-0.1645660,,,0,,Europe/London,1
490009155N,,Lillie Road (Stop HQ),,51.4826740,-0.2191750,,,0,,Europe/London,1
490009155S,,Lillie Road (Stop HL),,51.4827160,-0.2185110,,,0,,Europe/London,1
490009156V,,Lillie Road West Kensington (Stop BK),,51.4848710,-0.2022230,,,0,,Europe/London,1
490009156X,,Lillie Road West Kensington (Stop BR),,51.4861370,-0.2027490,,,0,,Europe/London,1
490009205E,,Lister Hospital (Stop CB),,51.4861830,-0.1503180,,,0,,Europe/London,1
490009205N,,Lister Hospital (Stop CK),,51.4861530,-0.1505790,,,0,,Europe/London,1
490009262E,,York Gardens (Stop D),,51.4685860,-0.1778100,,,0,,Europe/London,1
490009263N,,Lombard Road (Stop E),,51.4706380,-0.1774980,,,0,,Europe/London,1
490009263W,,Lombard Road (Stop K),,51.4701500,-0.1773010,,,0,,Europe/London,1
490009370E,,Worlds End Health Centre (Stop GD),,51.4807170,-0.1848300,,,0,,Europe/London,1
490009370W,,Worlds End Health Centre (Stop GH),,51.4805720,-0.1848070,,,0,,Europe/London,1
490009375E,,Loughborough Street (Stop KL),,51.4871640,-0.1145570,,,0,,Europe/London,1
490009375W,,Loughborough Street (Stop KN),,51.4867780,-0.1142410,,,0,,Europe/London,1
490009492N,,Lytton Estate (Stop U),,51.4933430,-0.2089050,,,0,,Europe/London,1
490009492S,,Lytton Estate (Stop R),,51.4926680,-0.2076930,,,0,,Europe/London,1
490009543E,,Manfred Road (Stop ED),,51.4576910,-0.2062130,,,0,,Europe/London,1
490009543W,,Manfred Road (Stop EC),,51.4579890,-0.2073380,,,0,,Europe/London,1
490009631N,,Mapleton Road,,51.4538610,-0.1922000,,,0,,Europe/London,1
490009631S,,Mapleton Road,,51.4539110,-0.1919820,,,0,,Europe/London,1
490009638E1,,Marcilly Road (Stop H),,51.4583700,-0.1785330,,,0,,Europe/London,1
490009638W1,,Marcilly Road (Stop SE),,51.4581380,-0.1802120,,,0,,Europe/London,1
490009666KB,,Markham Street (Stop KB),,51.4890020,-0.1647380,,,0,,Europe/London,1
490009666KN,,Markham Street (Stop KN),,51.4889530,-0.1652010,,,0,,Europe/London,1
490009694E,,Marsham Street (Stop NS),,51.4950180,-0.1301080,,,0,,Europe/London,1
490009694W,,Marsham Street (Stop NQ),,51.4947970,-0.1309390,,,0,,Europe/London,1
490009836A,,Merton Road Wandsworth (Stop A),,51.4569590,-0.1994760,,,0,,Europe/London,1
490009836W,,Merton Road Wandsworth (Stop Z),,51.4568210,-0.1998410,,,0,,Europe/London,1
490009843F,,Clapham Junction Station  Falcon Road (Stop F),,51.4663240,-0.1695060,,,0,,Europe/London,1
490009843G,,Clapham Junction Station  Falcon Road (Stop G),,51.4658130,-0.1688790,,,0,,Europe/London,1
490009881E,,Millbank (Stop NH),,51.4948690,-0.1259220,,,0,,Europe/London,1
490009881W,,Millbank (Stop NE),,51.4946900,-0.1264910,,,0,,Europe/London,1
490009881Z,,Millbank,,51.4949070,-0.1275920,,,0,,Europe/London,1
490010034W,,Morgans Walk (Stop BK),,51.4786110,-0.1713050,,,0,,Europe/London,1
490010117E,,Mulgrave Road Fulham (Stop BM),,51.4847450,-0.2041580,,,0,,Europe/London,1
490010117W,,Mulgrave Road Fulham (Stop BD),,51.4842220,-0.2057770,,,0,,Europe/London,1
490010123E2,,Munster Road (Stop FR),,51.4739150,-0.2074630,,,0,,Europe/London,1
490010123W2,,Munster Road (Stop FS),,51.4736750,-0.2075450,,,0,,Europe/London,1
490010149J,,Holland Road  Kensington Olympia Station (Stop M),,51.4970860,-0.2066410,,,0,,Europe/London,1
490010156N,,National Army Museum,,51.4867400,-0.1605080,,,0,,Europe/London,1
490010156S,,National Army Museum,,51.4863780,-0.1608680,,,0,,Europe/London,1
490010164K,,Neathouse Place (Stop K),,51.4944610,-0.1413390,,,0,,Europe/London,1
490010164L,,Neathouse Place (Stop L),,51.4953580,-0.1418650,,,0,,Europe/London,1
490010187K,,Nevern Place (Stop K),,51.4933090,-0.1944290,,,0,,Europe/London,1
490010225N,,New Kings Road (Stop GP),,51.4756850,-0.1926910,,,0,,Europe/London,1
490010225S,,New Kings Road (Stop GQ),,51.4755400,-0.1924950,,,0,,Europe/London,1
490010260SC,,St James' Park Station (Stop SC),,51.4977260,-0.1346650,,,0,,Europe/London,1
490010260SD,,St James's Park Station (Stop SD),,51.4975850,-0.1347720,,,0,,Europe/London,1
490010357B,,North End Road (Stop E),,51.4952280,-0.2108770,,,0,,Europe/London,1
490010357F,,North End Road (Stop J),,51.4947810,-0.2123640,,,0,,Europe/London,1
490010358E,,North End Road West Kensington (Stop BN),,51.4858590,-0.2011330,,,0,,Europe/London,1
490010358W,,North End Road West Kensington (Stop BC),,51.4856450,-0.2016740,,,0,,Europe/London,1
490010359B,,North End Road Walham Green (Stop B),,51.4806400,-0.2003870,,,0,,Europe/London,1
490010474N,,Oakbury Road (Stop TF),,51.4704550,-0.1911840,,,0,,Europe/London,1
490010474S,,Oakbury Road (Stop TK),,51.4700200,-0.1909560,,,0,,Europe/London,1
490010524E,,Battersea Arts Centre (Stop A),,51.4646490,-0.1613810,,,0,,Europe/London,1
490010524S,,Battersea Arts Centre (Stop D),,51.4648090,-0.1594600,,,0,,Europe/London,1
490010529B,,Earls Court Square (Stop B),,51.4891130,-0.1940620,,,0,,Europe/London,1
490010534E,,Old Church Street Chelsea (Stop KE),,51.4855380,-0.1738080,,,0,,Europe/London,1
490010536K,,York House Place  Kensington High St (Stop K),,51.5036770,-0.1918430,,,0,,Europe/London,1
490010600E,,Onslow Gardens South Kensington (Stop GG),,51.4918210,-0.1789870,,,0,,Europe/London,1
490010600W,,Onslow Gardens South Kensington (Stop GD),,51.4917560,-0.1788460,,,0,,Europe/London,1
490010603N,,Onslow Square (Stop HT),,51.4922750,-0.1722420,,,0,,Europe/London,1
490010603S,,Onslow Square (Stop HV),,51.4924090,-0.1721790,,,0,,Europe/London,1
490010723N,,Page Street (Stop NP),,51.4938050,-0.1291060,,,0,,Europe/London,1
490010723S,,Page Street (Stop NM),,51.4941710,-0.1289470,,,0,,Europe/London,1
490010728E,,Palace Gate (Stop RH),,51.5019000,-0.1845220,,,0,,Europe/London,1
490010728N,,Palace Gate (Bay RQ),,51.5014610,-0.1841500,,,0,,Europe/London,1
490010728S,,Palace Gate (Stop RP),,51.5013850,-0.1839510,,,0,,Europe/London,1
490010728W,,Palace Gate (Stop RE),,51.5014690,-0.1829250,,,0,,Europe/London,1
490010771N,,Parkgate Road Battersea (Stop BJ),,51.4777790,-0.1694660,,,0,,Europe/London,1
490010771S,,Parkgate Road Battersea (Stop BE),,51.4777680,-0.1692360,,,0,,Europe/London,1
490010771W,,Westbridge Road  Parkgate Road (Stop BP),,51.4776540,-0.1704650,,,0,,Europe/London,1
490010776E,,Park Hill (Stop H),,51.4594990,-0.1335320,,,0,,Europe/London,1
490010776W,,Park Hill (Stop F),,51.4595870,-0.1339460,,,0,,Europe/London,1
490010779E,,Collingham Road  Sainsbury's (Stop GJ),,51.4947740,-0.1873410,,,0,,Europe/London,1
490010861T,,Parsons Green Lane Fulham Lib (Stop T),,51.4777300,-0.2015960,,,0,,Europe/London,1
490010861V,,Parsons Green Lane Fulham Lib (Stop V),,51.4770090,-0.2022440,,,0,,Europe/London,1
490010898F,,Pembroke Road (Stop F),,51.4946480,-0.2006140,,,0,,Europe/London,1
490010921S,,Pensbury Street,,51.4708180,-0.1378650,,,0,,Europe/London,1
490010921W,,Pensbury Street (Stop B),,51.4708330,-0.1378360,,,0,,Europe/London,1
490010963E,,Petergate (Stop TN),,51.4636150,-0.1833630,,,0,,Europe/London,1
490010963W,,Petergate (Stop TJ),,51.4632990,-0.1836500,,,0,,Europe/London,1
490010979S,,Petworth Street (Stop BF),,51.4759250,-0.1675670,,,0,,Europe/London,1
490010984T,,Phillimore Gardens (Stop T),,51.4998090,-0.1964630,,,0,,Europe/London,1
490010984U,,Phillimore Gardens (Stop U),,51.4999540,-0.1967310,,,0,,Europe/London,1
490011003E,,Grosvenor Road (Stop CP),,51.4852100,-0.1414710,,,0,,Europe/London,1
490011004N,,Pimlico Academy & Library (Stop B),,51.4876400,-0.1384050,,,0,,Europe/London,1
490011004N1,,Pimlico Academy & Library (Stop D),,51.4883460,-0.1380730,,,0,,Europe/London,1
490011004W,,Pimlico Academy & Library (Stop L),,51.4882890,-0.1372260,,,0,,Europe/London,1
490011065E,,Hope Street  Plantation Wharf Pier (Stop C),,51.4662440,-0.1793140,,,0,,Europe/London,1
490011065W2,,Hope Street  Plantation Wharf Pier (Stop P),,51.4660800,-0.1791480,,,0,,Europe/London,1
490011066E,,Plough Road (Stop C),,51.4613380,-0.1742980,,,0,,Europe/London,1
490011066W,,Plough Road,,51.4620020,-0.1726590,,,0,,Europe/London,1
490011094T,,Vauxhall Bridge Road (Stop T),,51.4895020,-0.1281880,,,0,,Europe/London,1
490011094U,,Chelsea College of Arts (Stop U),,51.4901580,-0.1297890,,,0,,Europe/London,1
490011097N,,Pont Street (Stop KM),,51.4967420,-0.1589240,,,0,,Europe/London,1
490011097S,,Pont Street (Stop KL),,51.4976880,-0.1590150,,,0,,Europe/London,1
490011163N,,Prairie Street (Stop R),,51.4706840,-0.1494330,,,0,,Europe/London,1
490011163S,,Prairie Street (Stop U),,51.4697190,-0.1496160,,,0,,Europe/London,1
490011192N,,Albert Embankment  Prince Consort House (Stop SL),,51.4904330,-0.1227190,,,0,,Europe/London,1
490011193S,,Prince Consort Road (Stop RS),,51.5005230,-0.1798650,,,0,,Europe/London,1
490011197N,,Prince Of Wales Drive (Stop LV),,51.4743770,-0.1663470,,,0,,Europe/London,1
490011198E,,Prince Of Wales Gate (Stop RM),,51.5019870,-0.1710170,,,0,,Europe/London,1
490011198W,,Prince Of Wales Gate (Stop RA),,51.5018420,-0.1692800,,,0,,Europe/London,1
490011278N,,St Mary's Church  Putney Pier (Stop T),,51.4664920,-0.2135710,,,0,,Europe/London,1
490011278R,,St Mary's Church  Putney Pier (Stop R),,51.4653320,-0.2142780,,,0,,Europe/London,1
490011278S,,St Mary's Church  Putney Pier (Stop S),,51.4667210,-0.2133170,,,0,,Europe/London,1
490011279N,,Brewhouse Lane (Stop N),,51.4644510,-0.2137220,,,0,,Europe/London,1
490011279O,,Brewhouse Lane (Stop U),,51.4644240,-0.2131620,,,0,,Europe/London,1
490011281N,,Putney Common (Stop D),,51.4681820,-0.2282620,,,0,,Europe/London,1
490011281S,,Putney Common (Stop AP),,51.4679110,-0.2282010,,,0,,Europe/London,1
490011286L,,Putney Exchange (Stop L),,51.4627150,-0.2160930,,,0,,Europe/London,1
490011286M,,Putney Exchange (Stop M),,51.4644280,-0.2152060,,,0,,Europe/London,1
490011288E,,Putney Methodist Church (Stop M),,51.4626580,-0.2222140,,,0,,Europe/London,1
490011288W,,Putney Methodist Church (Stop S),,51.4625550,-0.2232980,,,0,,Europe/London,1
490011289JB,,Putney Arts Theatre (Stop K),,51.4616010,-0.2208150,,,0,,Europe/London,1
490011324C,,Queensberry Place (Stop C),,51.4940570,-0.1768530,,,0,,Europe/London,1
490011324W,,Queensberry Place (Stop V),,51.4939080,-0.1772040,,,0,,Europe/London,1
490011334E1,,Queens Gate (Stop RK),,51.5015070,-0.1812810,,,0,,Europe/London,1
490011334E2,,Kensington Road  Royal Albert Hall (Stop RJ),,51.5016900,-0.1819510,,,0,,Europe/London,1
490011334W,,Kensington Road  Royal Albert Hall (Stop RD),,51.5013730,-0.1808540,,,0,,Europe/London,1
490011335N,,Queens Gate Terrace (Stop RN),,51.4981540,-0.1837340,,,0,,Europe/London,1
490011343S,,Queens Gate Terrace (Stop RR),,51.4978560,-0.1836880,,,0,,Europe/London,1
490011360E,,Queenstown Road (Stop X),,51.4662820,-0.1519290,,,0,,Europe/London,1
490011360N,,Cedars Road Battersea (Stop G),,51.4663010,-0.1513670,,,0,,Europe/London,1
490011360W,,Cedars Road Battersea (Stop F),,51.4663160,-0.1496240,,,0,,Europe/London,1
490011361G,,Battersea Medical Centre (Stop G),,51.4761810,-0.1489510,,,0,,Europe/London,1
490011382Z,,North End Road Market (Stop BH),,51.4839940,-0.2013360,,,0,,Europe/London,1
490011385E,,Radipole Road (Stop S),,51.4763720,-0.2045440,,,0,,Europe/London,1
490011385W,,Radipole Road,,51.4758530,-0.2053140,,,0,,Europe/London,1
490011413Q,,Ram Street (Stop Q),,51.4573970,-0.1923480,,,0,,Europe/London,1
490011413R,,Ram Street (Stop R),,51.4582820,-0.1920110,,,0,,Europe/London,1
490011413S,,Ram Street,,51.4579320,-0.1920240,,,0,,Europe/London,1
490011478M,,Redcliffe Gardens (Stop M),,51.4892270,-0.1908160,,,0,,Europe/London,1
490011479S,,Redcliffe Square (Stop HU),,51.4873240,-0.1880830,,,0,,Europe/London,1
490011480N,,Redcliffe Street (Stop HY),,51.4858060,-0.1888770,,,0,,Europe/London,1
490011617E,,Rochester Row (Stop U),,51.4932900,-0.1390530,,,0,,Europe/London,1
490011617N,,Rochester Row (Stop W),,51.4923550,-0.1373190,,,0,,Europe/London,1
490011617N1,,Rochester Row  Vane Street (Stop X),,51.4941480,-0.1369440,,,0,,Europe/London,1
490011673E,,Rookery Road (Stop Y),,51.4613080,-0.1449320,,,0,,Europe/London,1
490011673W,,Rookery Road (Stop N),,51.4611820,-0.1445190,,,0,,Europe/London,1
490011750E,,Royal Albert Hall (Stop RL),,51.5018810,-0.1763960,,,0,,Europe/London,1
490011750E1,,Royal Albert Hall (Stop K2),,51.5016480,-0.1786960,,,0,,Europe/London,1
490011750W,,Royal Albert Hall (Stop RC),,51.5014610,-0.1788190,,,0,,Europe/London,1
490011750W1,,Royal Albert Hall (Stop K3),,51.5014570,-0.1791790,,,0,,Europe/London,1
490011754N,,Cale St  Royal Brompton Hosp (Stop HS),,51.4896350,-0.1703310,,,0,,Europe/London,1
490011754S1,,Cale St  Royal Brompton Hosp (Stop HW),,51.4899250,-0.1702900,,,0,,Europe/London,1
490011761M,,Kensington Palace (Stop M),,51.5023960,-0.1882200,,,0,,Europe/London,1
490011761N,,Kensington Palace (Stop N),,51.5022470,-0.1877360,,,0,,Europe/London,1
490011763E,,Royal Hospital Chelsea  Lower Sloane St (Stop N),,51.4889140,-0.1569780,,,0,,Europe/London,1
490011763N,,Royal Hospital Road (Stop L),,51.4899520,-0.1564460,,,0,,Europe/London,1
490011763S,,Royal Hospital Chelsea (Stop S),,51.4891170,-0.1548810,,,0,,Europe/London,1
490011763W,,Royal Hospital Chelsea  Lower Sloane St (Stop U),,51.4889560,-0.1562410,,,0,,Europe/London,1
490011788N,,Rumbold Road (Stop GC),,51.4784510,-0.1889670,,,0,,Europe/London,1
490011788W,,Rumbold Road (Stop GJ),,51.4785270,-0.1886180,,,0,,Europe/London,1
490011812S,,Russell Gardens (Stop A),,51.5004310,-0.2106300,,,0,,Europe/London,1
490011822E,,Rutland Gardens (Stop KP),,51.5018690,-0.1671030,,,0,,Europe/London,1
490011822W,,Knightsbridge Barracks (Stop KF),,51.5017010,-0.1660150,,,0,,Europe/London,1
490011828E,,Ruvigny Gardens (Stop G),,51.4673230,-0.2191820,,,0,,Europe/London,1
490011828W,,Ruvigny Gardens (Stop H),,51.4671590,-0.2185400,,,0,,Europe/London,1
490011858N,,Salamanca Street (Stop SM),,51.4912800,-0.1222380,,,0,,Europe/London,1
490011858S,,Salamanca Street (Stop SK),,51.4905780,-0.1223670,,,0,,Europe/London,1
490011862N,,Salcott Road,,51.4578440,-0.1659450,,,0,,Europe/London,1
490011862S,,Salcott Road,,51.4573170,-0.1656060,,,0,,Europe/London,1
490011916N,,Sands End  Hazlebury Road,,51.4724500,-0.1916520,,,0,,Europe/London,1
490011916S,,Sands End  Hazlebury Road,,51.4717710,-0.1913480,,,0,,Europe/London,1
490011917W,,Sands End  Sainsbury's (Stop TS),,51.4680560,-0.1860960,,,0,,Europe/London,1
490011918E,,William Morris Way (Stop TW),,51.4688800,-0.1864230,,,0,,Europe/London,1
490011918W,,William Morris Way (Stop TQ),,51.4685710,-0.1862190,,,0,,Europe/London,1
490011936S,,Ascalon Street (Stop T),,51.4774630,-0.1418000,,,0,,Europe/London,1
490011943N,,Scarsdale Villas (Stop P),,51.4961470,-0.1969240,,,0,,Europe/London,1
490011943S,,Pembroke Road (Stop L),,51.4964790,-0.1969110,,,0,,Europe/London,1
490012117E,,Shorrolds Road (Stop J),,51.4802970,-0.2031800,,,0,,Europe/London,1
490012117W,,Shorrolds Road (Stop D),,51.4804000,-0.2040840,,,0,,Europe/London,1
490012161N,,Silverthorne Road (Stop S),,51.4728390,-0.1485110,,,0,,Europe/London,1
490012161S2,,Silverthorne Road (Stop T),,51.4725690,-0.1484500,,,0,,Europe/London,1
490012162E,,Silverthorne Road Clapham (Stop J),,51.4678920,-0.1450250,,,0,,Europe/London,1
490012162W,,Silverthorne Road Clapham (Stop D),,51.4684070,-0.1435930,,,0,,Europe/London,1
490012182E,,Sisters Avenue,,51.4613760,-0.1585330,,,0,,Europe/London,1
490012188E,,Skelgill Road  Wandsworth Park,,51.4618910,-0.2055010,,,0,,Europe/London,1
490012188W,,Skelgill Road  Wandsworth Park,,51.4619100,-0.2062060,,,0,,Europe/London,1
490012196E,,Sleaford Street (Stop A),,51.4794270,-0.1426850,,,0,,Europe/London,1
490012196S,,Sleaford Street (Stop F),,51.4797170,-0.1411030,,,0,,Europe/London,1
490012212E,,Swandon Way (Stop TC),,51.4619900,-0.1868260,,,0,,Europe/London,1
490012212W,,Swandon Way (Stop TB),,51.4617880,-0.1867180,,,0,,Europe/London,1
490012235N,,Sopwith Way (Stop E),,51.4801480,-0.1489780,,,0,,Europe/London,1
