stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
490012235S,,Sopwith Way (Stop F),,51.4796410,-0.1488690,,,0,,Europe/London,1
490012375E,,Commondale (Stop E),,51.4684980,-0.2277900,,,0,,Europe/London,1
490012375W,,Commondale (Stop K),,51.4683610,-0.2270460,,,0,,Europe/London,1
490012379N,,Spencer Park (Stop N),,51.4584850,-0.1741960,,,0,,Europe/London,1
490012379S,,Spencer Park (Stop SU),,51.4583280,-0.1741160,,,0,,Europe/London,1
490012386E,,Spencer Road Clapham Junction (Stop J),,51.4587060,-0.1746910,,,0,,Europe/London,1
490012386W,,Spencer Road Clapham Junction (Stop SD),,51.4584500,-0.1754780,,,0,,Europe/London,1
490012542S,,Stanford Street (Stop V),,51.4913830,-0.1349820,,,0,,Europe/London,1
490012545E,,Stanhope Gardens (Stop GQ),,51.4937670,-0.1796730,,,0,,Europe/London,1
490012545W,,Stanhope Gardens (Stop GP),,51.4937130,-0.1791570,,,0,,Europe/London,1
490012571T,,St. Annes Church (Stop T),,51.4863050,-0.1201230,,,0,,Europe/London,1
490012632K,,St Barnabas Church (Stop B),,51.4989930,-0.2067240,,,0,,Europe/London,1
490012676N,,Fulham Leisure Centre,,51.4771230,-0.2219970,,,0,,Europe/London,1
490012706W,,Corunna Road (Stop S),,51.4767760,-0.1381410,,,0,,Europe/London,1
490012708F,,St George's Square (Stop F),,51.4889450,-0.1354130,,,0,,Europe/London,1
490012708G,,St George's Square (Stop G),,51.4890020,-0.1351370,,,0,,Europe/London,1
490012735N,,Strath Terrace,,51.4623220,-0.1751370,,,0,,Europe/London,1
490012735S,,Strath Terrace,,51.4620440,-0.1740540,,,0,,Europe/London,1
490012768A,,Nelson's Row (Stop A),,51.4628720,-0.1352080,,,0,,Europe/London,1
490012768H,,St Luke's Avenue (Stop H),,51.4632340,-0.1338260,,,0,,Europe/London,1
490012831E,,Stockwell Bus Garage (Stop P),,51.4746630,-0.1257280,,,0,,Europe/London,1
490012831N,,Stockwell Bus Garage (Stop N),,51.4742890,-0.1253980,,,0,,Europe/London,1
490012832X,,Stockwell Gardens (Stop X),,51.4715080,-0.1214940,,,0,,Europe/London,1
490012833S1,,Stockwell Green,,51.4683720,-0.1188150,,,0,,Europe/London,1
490012833S2,,Stockwell Green,,51.4685750,-0.1190950,,,0,,Europe/London,1
490012833W,,Stockwell Green,,51.4678150,-0.1193130,,,0,,Europe/London,1
490012940N,,St Rule Street (Stop K),,51.4691310,-0.1420370,,,0,,Europe/London,1
490012941S,,Strutton Ground (Stop SH),,51.4961850,-0.1334320,,,0,,Europe/London,1
490012941W,,Strutton Ground (Stop SJ),,51.4963070,-0.1337010,,,0,,Europe/London,1
490012985E,,Galveston Road (Stop EE),,51.4567680,-0.2033410,,,0,,Europe/London,1
490012985EG,,Upper Richmond Road (Stop EG),,51.4565050,-0.2033230,,,0,,Europe/London,1
490012985EH,,Upper Richmond Road (Stop EH),,51.4560550,-0.2044060,,,0,,Europe/London,1
490012985W,,Galveston Road (Stop EF),,51.4566310,-0.2032320,,,0,,Europe/London,1
490013007W,,Sunbury Lane (Stop H),,51.4766730,-0.1746080,,,0,,Europe/London,1
490013096W,,Cromwell Hospital,,51.4946210,-0.1901270,,,0,,Europe/London,1
490013160L,,Tate Britain (Stop L),,51.4914550,-0.1288710,,,0,,Europe/London,1
490013160M,,Tate Britain (Stop M),,51.4920200,-0.1281130,,,0,,Europe/London,1
490013160N,,Tate Britain  Millbank Millennium Pier (Stop N),,51.4914700,-0.1258890,,,0,,Europe/London,1
490013160R,,Tate Britain  Millbank Millennium Pier (Stop R),,51.4908980,-0.1261280,,,0,,Europe/London,1
490013161N,,Tate Library (Stop T),,51.4784740,-0.1234980,,,0,,Europe/London,1
490013161S,,Tate Library (Stop U),,51.4800610,-0.1241820,,,0,,Europe/London,1
490013341M,,Battersea Medical Centre (Stop M),,51.4754710,-0.1506650,,,0,,Europe/London,1
490013344P,,Putney Pier (Stop P),,51.4664270,-0.2152720,,,0,,Europe/London,1
490013344Q,,Putney Pier (Stop Q),,51.4663850,-0.2148560,,,0,,Europe/London,1
490013443E,,The Latchmere (Stop LS),,51.4723890,-0.1646850,,,0,,Europe/London,1
490013443N,,The Latchmere (Stop LU),,51.4727670,-0.1657930,,,0,,Europe/London,1
490013443W1,,The Latchmere (Stop LC),,51.4724080,-0.1641370,,,0,,Europe/London,1
490013448BA,,Empress State Bldg W Brompton (Stop BA),,51.4865190,-0.1984560,,,0,,Europe/London,1
490013448N,,Empress State Bldg W Brompton (Stop T),,51.4867590,-0.1982740,,,0,,Europe/London,1
490013484N,,The Old Sergeant,,51.4521600,-0.1909000,,,0,,Europe/London,1
490013548E,,Sherbrooke Road,,51.4807890,-0.2063730,,,0,,Europe/London,1
490013548W,,Sherbrooke Road,,51.4809570,-0.2080940,,,0,,Europe/London,1
490013623N,,Thorne Road (Stop S),,51.4767880,-0.1231780,,,0,,Europe/London,1
490013623S,,Thorne Road (Stop V),,51.4782220,-0.1234070,,,0,,Europe/London,1
490013676W,,Fulham Pools (Stop BE),,51.4834590,-0.2088890,,,0,,Europe/London,1
490013681E,,Tipthorpe Road (Stop B),,51.4655150,-0.1563800,,,0,,Europe/London,1
490013681S,,Tipthorpe Road (Stop C),,51.4656490,-0.1551070,,,0,,Europe/London,1
490013707J,,Tonsley Street (Stop J),,51.4595340,-0.1897590,,,0,,Europe/London,1
490013707K,,Tonsley Street (Stop K),,51.4594960,-0.1901340,,,0,,Europe/London,1
490013784N,,Tremadoc Road (Stop P),,51.4619220,-0.1294020,,,0,,Europe/London,1
490013784S,,Tremadoc Road (Stop H),,51.4623220,-0.1291410,,,0,,Europe/London,1
490013803E,,Royal Trinity Hospice (Stop S),,51.4617200,-0.1459080,,,0,,Europe/London,1
490013855S1,,Turpentine Lane (Stop J),,51.4893110,-0.1467340,,,0,,Europe/London,1
490013888N,,Tyrawley Road (Stop GK),,51.4774700,-0.1922890,,,0,,Europe/London,1
490013888S,,Tyrawley Road (Stop GE),,51.4778020,-0.1923050,,,0,,Europe/London,1
490013907N,,Union Road (Stop J),,51.4683990,-0.1272510,,,0,,Europe/London,1
490013907S,,Union Road (Stop L),,51.4696120,-0.1255030,,,0,,Europe/London,1
490013908N,,Union Road Clapham (Stop M),,51.4719090,-0.1358620,,,0,,Europe/London,1
490013908S,,Union Road Clapham (Stop A),,51.4724500,-0.1347170,,,0,,Europe/London,1
490014018W,,Vauxhall Bridge Road (Stop W),,51.4894140,-0.1277590,,,0,,Europe/London,1
490014020P,,Vauxhall Cross (Stop P),,51.4872320,-0.1235130,,,0,,Europe/London,1
490014020S,,Vauxhall Cross (Stop S),,51.4874690,-0.1230570,,,0,,Europe/London,1
490014021V,,Vauxhall Park (Stop V),,51.4835400,-0.1230310,,,0,,Europe/London,1
490014021W,,Vauxhall Park (Stop W),,51.4832380,-0.1233020,,,0,,Europe/London,1
490014048N,,South Kensington Museums (Stop K),,51.4978180,-0.1740950,,,0,,Europe/London,1
490014048S,,South Kensington Museums (Stop L),,51.4964140,-0.1736030,,,0,,Europe/London,1
490014048Z,,Victoria & Albert Museum (Stand R),,51.4959560,-0.1723680,,,0,,Europe/London,1
490014050R,,Victoria (Stop R),,51.4957730,-0.1453630,,,0,,Europe/London,1
490014051U10,,Victoria Coach Station,,51.4923400,-0.1493780,,,0,,Europe/London,1
490014051V,,Victoria Coach Station (Stop V),,51.4920850,-0.1480910,,,0,,Europe/London,1
490014051VC,,Victoria Coach Station,,51.4926680,-0.1491910,,,0,,Europe/London,1
490014051W,,Victoria Coach Station (Stop W),,51.4922140,-0.1482590,,,0,,Europe/London,1
490014051Y,,Victoria Coach Station (Stop Y),,51.4931720,-0.1498190,,,0,,Europe/London,1
490014058N,,The Chase Clapham (Stop H),,51.4666630,-0.1486450,,,0,,Europe/London,1
490014139N,,Wallis Close (Stop B),,51.4653430,-0.1775220,,,0,,Europe/London,1
490014150KA,,Walpole Street (Stop KA),,51.4902040,-0.1622410,,,0,,Europe/London,1
490014184S,,Southside Shopping Centre (Stop S),,51.4557650,-0.1925420,,,0,,Europe/London,1
490014184T,,Southside Shopping Centre (Stop T),,51.4561200,-0.1927580,,,0,,Europe/London,1
490014184U,,Wandsworth  Southside (Stop U),,51.4568480,-0.1935350,,,0,,Europe/London,1
490014184V,,Southside Shopping Centre (Stop V),,51.4562260,-0.1927830,,,0,,Europe/London,1
490014184W,,Wandsworth  Southside (Stop W),,51.4568750,-0.1945710,,,0,,Europe/London,1
490014185E,,Wandsworth Bridge Townmead Rd (Stop TU),,51.4670720,-0.1887840,,,0,,Europe/London,1
490014185W,,Wandsworth Bridge (Stop TT),,51.4673730,-0.1878360,,,0,,Europe/London,1
490014186I,,Wandsworth Bridge Rd Kings Rd (Stop GB),,51.4754940,-0.1943110,,,0,,Europe/London,1
490014186W,,Wandsworth Bridge Rd Kings Rd (Stop GL),,51.4758760,-0.1933890,,,0,,Europe/London,1
490014189Y,,Wandsworth Police Station (Stop Y),,51.4572030,-0.1966020,,,0,,Europe/London,1
490014190F,,Wandsworth Plain (Stand F),,51.4578550,-0.1951370,,,0,,Europe/London,1
490014190G,,Wandsworth Plain (Stop G),,51.4581260,-0.1952840,,,0,,Europe/London,1
490014192N2,,Queenstown Rd  Wandsworth Rd (Stop Q),,51.4668460,-0.1506970,,,0,,Europe/London,1
490014192S,,Queenstown Rd  Wandsworth Rd (Stop V),,51.4667170,-0.1504860,,,0,,Europe/London,1
490014193E,,St George Wharf Pier,,51.4846230,-0.1290640,,,0,,Europe/London,1
490014193Z,,St George Wharf Pier (Stop Z),,51.4841690,-0.1297310,,,0,,Europe/London,1
490014195M,,Wandsworth Town Hall (Stop M),,51.4578740,-0.1899970,,,0,,Europe/London,1
490014195N,,Wandsworth Town Hall (Stop N),,51.4576260,-0.1897190,,,0,,Europe/London,1
490014256D,,West Cromwell Road  Tesco (Stop D),,51.4932560,-0.1996600,,,0,,Europe/London,1
490014257E,,West Cromwell Road (Stop E),,51.4931600,-0.2011190,,,0,,Europe/London,1
490014257N,,Warwick Road Tesco,,51.4931180,-0.2010920,,,0,,Europe/London,1
490014259N,,Warwick Way (Stop T),,51.4935380,-0.1416220,,,0,,Europe/London,1
490014259S,,Warwick Way (Stop P),,51.4928210,-0.1405130,,,0,,Europe/London,1
490014323N,,Wayland Road Estate (Stop A),,51.4645730,-0.1770920,,,0,,Europe/London,1
490014323S,,Wayland Road Estate (Stop N),,51.4647870,-0.1770690,,,0,,Europe/London,1
490014485N,,West Kensington Estate (Stop BT),,51.4879800,-0.2039730,,,0,,Europe/London,1
490014485S,,West Kensington Estate (Stop BS),,51.4880330,-0.2037840,,,0,,Europe/London,1
490014495R,,Westminster Abbey (Stop R),,51.4990350,-0.1309670,,,0,,Europe/London,1
490014495S,,Westminster Abbey (Stop S),,51.4992330,-0.1304260,,,0,,Europe/London,1
490014495T,,Westminster Abbey (Stop T),,51.4985660,-0.1320380,,,0,,Europe/London,1
490014495V,,Gt Smith St Westminster Abbey (Stop V),,51.4986920,-0.1314130,,,0,,Europe/London,1
490014495W,,Westminster Abbey (Stop W),,51.4986500,-0.1299450,,,0,,Europe/London,1
490014495X,,Westminster Abbey (Stop X),,51.4991230,-0.1296810,,,0,,Europe/London,1
490014496M,,Westminster Cathedral  Victoria Station (Stop M),,51.4966240,-0.1412510,,,0,,Europe/London,1
490014496N,,Westminster Cathedral (Stop N),,51.4968340,-0.1402340,,,0,,Europe/London,1
490014497E,,Macduff Road (Stop LZ),,51.4752270,-0.1524170,,,0,,Europe/London,1
490014504N,,Westmoreland Terrace (Stop E),,51.4870680,-0.1452120,,,0,,Europe/London,1
490014504S,,Westmoreland Terrace (Stop CL),,51.4867250,-0.1451970,,,0,,Europe/London,1
490014504W,,Winchester Street (Stop N),,51.4875830,-0.1421520,,,0,,Europe/London,1
490014515N,,West Side (Stop F),,51.4548720,-0.1791480,,,0,,Europe/London,1
490014515S,,West Side (Stop SP),,51.4549900,-0.1786680,,,0,,Europe/London,1
490014554N,,Old Brompton Road (Stop N),,51.4880870,-0.1920280,,,0,,Europe/London,1
490014560N,,Wheatsheaf Lane,,51.4808240,-0.1246980,,,0,,Europe/London,1
490014560S,,Wheatsheaf Lane,,51.4818950,-0.1243800,,,0,,Europe/London,1
490014649S,,Shaftesbury Est Wickersley Rd (Stop Z),,51.4695090,-0.1541020,,,0,,Europe/London,1
490014679N,,Wilcox Road (Stop J),,51.4793700,-0.1287750,,,0,,Europe/London,1
490014679S,,Wilcox Road (Stop L),,51.4806290,-0.1277880,,,0,,Europe/London,1
490014728S,,Wilton Street (Stop S),,51.4992830,-0.1478430,,,0,,Europe/London,1
490014769N2,,Windmill Road Clapham Junction (Stop M),,51.4553680,-0.1761920,,,0,,Europe/London,1
490014769S2,,Windmill Road Clapham Junction (Stop SV),,51.4550550,-0.1763340,,,0,,Europe/London,1
490015058A,,Clapham Junction  Grant Road (Stop A),,51.4652860,-0.1710020,,,0,,Europe/London,1
490015058E,,Clapham Junction  Grant Road (Stop R),,51.4654460,-0.1707940,,,0,,Europe/London,1
490015060L,,Clapham Junction Station (Stop L),,51.4631000,-0.1697790,,,0,,Europe/London,1
490015062E,,Natural History Museum Queens Gate (Stop GL),,51.4955100,-0.1796470,,,0,,Europe/London,1
490015062W,,Gloucester Road (Stop GU),,51.4950680,-0.1812490,,,0,,Europe/London,1
490015064A,,Shorrolds Road (Stop A),,51.4817200,-0.1997540,,,0,,Europe/London,1
490015066E,,Edith Grove  Worlds End,,51.4816860,-0.1823290,,,0,,Europe/London,1
490015066S,,Edith Grove  Kings Road (Stop HN),,51.4823570,-0.1821440,,,0,,Europe/London,1
490015071E,,Gloucester Road (Stop GC),,51.4910890,-0.1809900,,,0,,Europe/London,1
490015071W,,Gloucester Road (Stop GE),,51.4911230,-0.1803550,,,0,,Europe/London,1
490015145E,,Beaufort Street (Stop QT),,51.4843290,-0.1764200,,,0,,Europe/London,1
490015145N,,Beaufort Street  Kings Road (Stop QU),,51.4840700,-0.1754650,,,0,,Europe/London,1
490015145S,,Beaufort Street  Kings Road (Stop QL),,51.4838750,-0.1750550,,,0,,Europe/London,1
490015145W,,Beaufort Street (Stop QN),,51.4847300,-0.1750790,,,0,,Europe/London,1
490015157T,,Putney Bridge Stn Gonville St (Stop FE),,51.4678120,-0.2117620,,,0,,Europe/London,1
490015157V,,Putney Bridge Stn Gonville St (Stop FH),,51.4680370,-0.2118110,,,0,,Europe/London,1
490015169N,,Lansdowne Way (Stop Q),,51.4753650,-0.1229490,,,0,,Europe/London,1
490015173D,,South Kensington Stn  Old Brompton Rd (Stop B),,51.4934500,-0.1737220,,,0,,Europe/London,1
490015175A,,Sloane Street  Sloane Square Station (Stop A),,51.4933280,-0.1579670,,,0,,Europe/London,1
490015175C,,Sloane Square (Stop C),,51.4930920,-0.1578460,,,0,,Europe/London,1
490015228L,,Earls Court Road  Old Brompton Road (Stop L),,51.4901960,-0.1907200,,,0,,Europe/London,1
490015234A,,Clapham Common (Stop A),,51.4618840,-0.1386460,,,0,,Europe/London,1
490015235R,,Clapham Common (Stop Z),,51.4606440,-0.1395170,,,0,,Europe/London,1
490015236L,,Long Road  Clapham Common (Stop L),,51.4612200,-0.1411200,,,0,,Europe/London,1
490015236M,,Long Road  Clapham Common (Stop M),,51.4610980,-0.1403330,,,0,,Europe/London,1
490015371W,,Mapleton Crescent,,51.4539570,-0.1929880,,,0,,Europe/London,1
490015372W,,Marcilly Road (Stop SB),,51.4597210,-0.1791990,,,0,,Europe/London,1
490015393Y,,Munster Road Parsons Green (Stop Y),,51.4718210,-0.2045930,,,0,,Europe/London,1
490015393Z,,Munster Road Parsons Green (Stop Z),,51.4719470,-0.2045880,,,0,,Europe/London,1
490015404E,,Marcilly Road (Stop B),,51.4594500,-0.1808220,,,0,,Europe/London,1
490015421E,,Royal Brompton Hosp  Royal Marsden Hosp (Stop HM),,51.4907230,-0.1737010,,,0,,Europe/London,1
490015421S,,Royal Brompton Hosp  Royal Marsden Hosp (Stop HP),,51.4903680,-0.1740320,,,0,,Europe/London,1
490015485N,,Windmill Road Earlsfield (Stop E),,51.4526520,-0.1768750,,,0,,Europe/London,1
490015485S,,Windmill Road Earlsfield (Stop SR),,51.4528810,-0.1765500,,,0,,Europe/London,1
490015538N1,,Wandsworth Road (Stop P),,51.4655650,-0.1503160,,,0,,Europe/London,1
490015546P,,Wandsworth Town Hall (Stop P),,51.4567260,-0.1907910,,,0,,Europe/London,1
490015575W,,Parsons Green New Kings Road (Stop W),,51.4727520,-0.1989270,,,0,,Europe/London,1
490015575X,,Parsons Green New Kings Road (Stop X),,51.4728740,-0.1992240,,,0,,Europe/London,1
490015832E,,Grosvenor Road (Stop CM),,51.4855190,-0.1434460,,,0,,Europe/London,1
490015845E,,Bull Ring Gate (Stop CH),,51.4851570,-0.1547530,,,0,,Europe/London,1
490015965E,,Broomwood Road,,51.4565730,-0.1543500,,,0,,Europe/London,1
490015965W,,Broomwood Road,,51.4564060,-0.1545590,,,0,,Europe/London,1
490016263E,,Prince Consort Road (Stop RZ),,51.4998740,-0.1780320,,,0,,Europe/London,1
490016263RW,,Prince Consort Road  Imperial College (Stop RW),,51.4997710,-0.1790020,,,0,,Europe/London,1
490016270W,,Mary Lee Way (Stop KK),,51.4901010,-0.1149250,,,0,,Europe/London,1
490016271E,,Tyers Street (Stop SH),,51.4912450,-0.1173990,,,0,,Europe/London,1
490016271W,,Tyers Street (Stop SJ),,51.4911310,-0.1175190,,,0,,Europe/London,1
490016275J,,Falcon Lane (Stop J),,51.4643400,-0.1656270,,,0,,Europe/London,1
490016309E,,Winchester Street (Stop C),,51.4877400,-0.1418290,,,0,,Europe/London,1
490016310W,,Draycott Place,,51.4918750,-0.1617130,,,0,,Europe/London,1
490016311N,,Marlborough Primary School,,51.4923210,-0.1660460,,,0,,Europe/London,1
490016311S,,Marlborough Primary School,,51.4924550,-0.1659250,,,0,,Europe/London,1
490016312N,,Fulham Road,,51.4932480,-0.1684290,,,0,,Europe/London,1
490016312S,,Fulham Road,,51.4934010,-0.1684080,,,0,,Europe/London,1
490016313E,,Draycott Place,,51.4914400,-0.1626520,,,0,,Europe/London,1
490016612N,,Harwood Terrace (Stop N),,51.4762500,-0.1901490,,,0,,Europe/London,1
490016612S,,Harwood Terrace (Stop P),,51.4756620,-0.1883720,,,0,,Europe/London,1
490016613N,,Imperial Road Chelsea Harbour (Stop L),,51.4745900,-0.1857650,,,0,,Europe/London,1
490016613S,,Imperial Whf Stn Chelsea Hrbr (Stop R),,51.4744800,-0.1851780,,,0,,Europe/London,1
490016686E,,Patmore Estate  Drury House (Stop U),,51.4764940,-0.1419980,,,0,,Europe/London,1
490016687E,,Linford Street (Stop V),,51.4749830,-0.1402880,,,0,,Europe/London,1
490016688E,,Carey Gardens,,51.4736710,-0.1379790,,,0,,Europe/London,1
490016689E,,Clyston Street (Stop Y),,51.4725490,-0.1360670,,,0,,Europe/London,1
490016690W,,Blore Close,,51.4738500,-0.1341560,,,0,,Europe/London,1
490016736W,,Victoria Coach Station Arrivals,,51.4934310,-0.1489880,,,0,,Europe/London,1
490016803E,,Fenwick Place (Stop P),,51.4655720,-0.1276690,,,0,,Europe/London,1
490016803W,,Fenwick Place (Stop Q),,51.4653890,-0.1280220,,,0,,Europe/London,1
490016804E,,Lambeth Hospital,,51.4666290,-0.1234510,,,0,,Europe/London,1
490016804W,,Lambeth Hospital,,51.4664120,-0.1237620,,,0,,Europe/London,1
490017850N,,Ebury Bridge Road,,51.4899180,-0.1502680,,,0,,Europe/London,1
490017850S,,Ebury Bridge Road,,51.4890520,-0.1502740,,,0,,Europe/London,1
490018012S,,Bovingdon Road,,51.4739190,-0.1919250,,,0,,Europe/London,1
490018645N,,Fulmead Street (Stop M),,51.4755740,-0.1884180,,,0,,Europe/London,1
490018704W,,Natural History Museum Cromwell Road (Stop H),,51.4954490,-0.1762500,,,0,,Europe/London,1
490019402S,,King George's Park (Stop H),,51.4552270,-0.1967520,,,0,,Europe/London,1
490019460W,,Warwick Road (Stop R),,51.4889370,-0.1919080,,,0,,Europe/London,1
490019613N,,Lots Road,,51.4787450,-0.1846060,,,0,,Europe/London,1
490019613S,,Lots Road,,51.4789050,-0.1845570,,,0,,Europe/London,1
490020135E,,The Pavement (Stop T),,51.4627190,-0.1408580,,,0,,Europe/London,1
490020135S,,Wingate Square,,51.4635540,-0.1409530,,,0,,Europe/London,1
490020135U,,The Pavement,,51.4627650,-0.1409860,,,0,,Europe/London,1
490020326S,,Durham Street  Harleyford Road,,51.4854390,-0.1186890,,,0,,Europe/London,1
49003182RT,,Imperial College  Queens Gate Terrace (Stop RT),,51.4994510,-0.1797210,,,0,,Europe/London,1
490G00020252,,Vauxhall,,51.4854200,-0.1241920,,,1,,Europe/London,0
490G000812,,Victoria,,51.4961550,-0.1437770,,,1,,Europe/London,0
910GBATRSPK,,Battersea Park,,51.4769590,-0.1475090,,,1,,Europe/London,0
910GCLPHHS,,Clapham High Street,,51.4654810,-0.1324960,,,1,,Europe/London,0
910GCLPHMJ1,,Clapham Junction,,51.4641880,-0.1701970,,,1,,Europe/London,0
910GCLPHMJ2,,Clapham Junction,,51.4641880,-0.1702680,,,1,,Europe/London,0
910GCLPHMJM,,Clapham Junction,,51.4641880,-0.1702680,,,1,,Europe/London,0
910GCLPHMJW,,Clapham Junction,,51.4641880,-0.1702680,,,1,,Europe/London,0
910GCSEAH,,Imperial Wharf,,51.4749490,-0.1827980,,,1,,Europe/London,0
910GKENOLYM,,Kensington,,51.4978980,-0.2103400,,,1,,Europe/London,0
910GPUTNEY,,Putney,,51.4613000,-0.2164510,,,1,,Europe/London,0
910GQTRDBAT,,Queenstown Road,,51.4749680,-0.1466530,,,1,,Europe/London,0
910GVAUXHLW,,Vauxhall,,51.4861910,-0.1228640,,,1,,Europe/London,0
910GVICTRIC,,London Victoria,,51.4952580,-0.1445340,,,1,,Europe/London,0
910GVICTRIE,,London Victoria,,51.4952580,-0.1445340,,,1,,Europe/London,0
910GWBRMPTN,,West Brompton,,51.4870610,-0.1955690,,,1,,Europe/London,0
910GWDWTOWN,,Wandsworth Town,,51.4610480,-0.1881010,,,1,,Europe/London,0
910GWNDSWRD,,Wandsworth Road,,51.4702150,-0.1384940,,,1,,Europe/London,0
9300BSE1,,Cadogan Pier,,51.4828680,-0.1663820,,,0,,Europe/London,0
9300BSE2,,Cadogan Pier,,51.4828300,-0.1664410,,,0,,Europe/London,0
9300BSP1,,Battersea Power Station Pier,,51.4834980,-0.1441330,,,0,,Europe/London,0
9300BSP2,,Battersea Power Station Pier,,51.4834980,-0.1440610,,,0,,Europe/London,0
9300CHP1,,Chelsea Harbour Pier,,51.4740370,-0.1798250,,,0,,Europe/London,0
9300CHP2,,Chelsea Harbour Pier,,51.4739950,-0.1798990,,,0,,Europe/London,0
9300MBK1,,Millbank Pier,,51.4921950,-0.1250950,,,0,,Europe/London,0
9300MBK2,,Millbank Pier,,51.4926340,-0.1248900,,,0,,Europe/London,0
9300PLW1,,Plantation Wharf Pier,,51.4668310,-0.1817530,,,0,,Europe/London,0
9300PUT1,,Putney Pier,,51.4672930,-0.2154690,,,0,,Europe/London,0
9300SGW1,,Vauxhall St George Wharf Pier,,51.4864620,-0.1268580,,,0,,Europe/London,0
9300SGW2,,Vauxhall St George Wharf Pier,,51.4864620,-0.1269580,,,0,,Europe/London,0
9300WRQ1,,Wandsworth Riverside Quarter Pier,,51.4628410,-0.1988990,,,0,,Europe/London,0
940GZZLUBSC,,Barons Court,,51.4903110,-0.2134030,,,1,,Europe/London,0
940GZZLUCPC,,Clapham Common,,51.4617420,-0.1382920,,,1,,Europe/London,2
940GZZLUCPN,,Clapham North,,51.4651340,-0.1299910,,,1,,Europe/London,0
940GZZLUECT,,Earl's Court,,51.4920620,-0.1933540,,,1,,Europe/London,1
940GZZLUEPY,,East Putney,,51.4592020,-0.2109760,,,1,,Europe/London,2
940GZZLUFBY,,Fulham Broadway,,51.4800800,-0.1953980,,,1,,Europe/London,1
940GZZLUGTR,,Gloucester Road,,51.4943160,-0.1826340,,,1,,Europe/London,2
940GZZLUHPC,,Hyde Park Corner,,51.5030330,-0.1524170,,,1,,Europe/London,2
940GZZLUHSK,,High Street Kensington,,51.5010570,-0.1927680,,,1,,Europe/London,0
940GZZLUKNB,,Knightsbridge,,51.5016670,-0.1604830,,,1,,Europe/London,2
940GZZLUKOY,,Kensington,,51.4976230,-0.2099910,,,1,,Europe/London,1
940GZZLUPCO,,Pimlico,,51.4890980,-0.1337360,,,1,,Europe/London,2
940GZZLUPSG,,Parsons Green,,51.4752770,-0.2011460,,,1,,Europe/London,2
940GZZLUPYB,,Putney Bridge,,51.4682620,-0.2087070,,,1,,Europe/London,2
940GZZLUSJP,,St. James's Park,,51.4995420,-0.1335830,,,1,,Europe/London,2
940GZZLUSKS,,South Kensington,,51.4940950,-0.1741140,,,1,,Europe/London,0
940GZZLUSKW,,Stockwell,,51.4721830,-0.1226180,,,1,,Europe/London,0
940GZZLUSSQ,,Sloane Square,,51.4922680,-0.1563530,,,1,,Europe/London,2
940GZZLUVIC,,Victoria,,51.4963570,-0.1430770,,,1,,Europe/London,2
940GZZLUVXL,,Vauxhall,,51.4857440,-0.1241790,,,1,,Europe/London,2
940GZZLUWBN,,West Brompton,,51.4872670,-0.1955750,,,1,,Europe/London,0
940GZZLUWKN,,West Kensington,,51.4904590,-0.2066130,,,1,,Europe/London,2
