LSOA_CODE,LSOA_NAME,MSOA_CODE,MSOA_NAME,STWARDCODE,STWARDNAME,LA_CODE,LA_NAME
E01001152,Croydon 005D,E02000198,Croydon 005,00AHHA,Thornton Heath,00AH,Croydon
E01001153,Croydon 006D,E02000199,Croydon 006,00AHHA,Thornton Heath,00AH,Croydon
E01001154,Croydon 006E,E02000199,Croydon 006,00AHHA,Thornton Heath,00AH,Croydon
E01001155,Croydon 010E,E02000203,Croydon 010,00AHHA,Thornton Heath,00AH,Croydon
E01001156,Croydon 001C,E02000194,Croydon 001,00AHHB,Upper Norwood,00AH,Croydon
E01001157,Croydon 002B,E02000195,Croydon 002,00AHHB,Upper Norwood,00AH,Croydon
E01001158,Croydon 005E,E02000198,Croydon 005,00AHHB,Upper Norwood,00AH,Croydon
E01001159,Croydon 002C,E02000195,Croydon 002,00AHHB,Upper Norwood,00AH,Croydon
E01001160,Croydon 002D,E02000195,Croydon 002,00AHHB,Upper Norwood,00AH,Croydon
E01001161,Croydon 003D,E02000196,Croydon 003,00AHHB,Upper Norwood,00AH,Croydon
E01001162,Croydon 001D,E02000194,Croydon 001,00AHHB,Upper Norwood,00AH,Croydon
E01001163,Croydon 002E,E02000195,Croydon 002,00AHHB,Upper Norwood,00AH,Croydon
E01001164,Croydon 001E,E02000194,Croydon 001,00AHHB,Upper Norwood,00AH,Croydon
E01001165,Croydon 024C,E02000217,Croydon 024,00AHHC,Waddon,00AH,Croydon
E01001166,Croydon 024D,E02000217,Croydon 024,00AHHC,Waddon,00AH,Croydon
E01001167,Croydon 028A,E02000221,Croydon 028,00AHHC,Waddon,00AH,Croydon
E01001168,Croydon 024E,E02000217,Croydon 024,00AHHC,Waddon,00AH,Croydon
E01001169,Croydon 028B,E02000221,Croydon 028,00AHHC,Waddon,00AH,Croydon
E01001170,Croydon 027E,E02000220,Croydon 027,00AHHC,Waddon,00AH,Croydon
E01001171,Croydon 028C,E02000221,Croydon 028,00AHHC,Waddon,00AH,Croydon
E01001172,Croydon 028D,E02000221,Croydon 028,00AHHC,Waddon,00AH,Croydon
E01001173,Croydon 028E,E02000221,Croydon 028,00AHHC,Waddon,00AH,Croydon
E01001174,Croydon 011A,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001175,Croydon 011B,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001176,Croydon 011C,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001177,Croydon 016C,E02000209,Croydon 016,00AHHD,West Thornton,00AH,Croydon
E01001178,Croydon 015D,E02000208,Croydon 015,00AHHD,West Thornton,00AH,Croydon
E01001179,Croydon 016D,E02000209,Croydon 016,00AHHD,West Thornton,00AH,Croydon
E01001180,Croydon 016E,E02000209,Croydon 016,00AHHD,West Thornton,00AH,Croydon
E01001181,Croydon 015E,E02000208,Croydon 015,00AHHD,West Thornton,00AH,Croydon
E01001182,Croydon 011D,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001183,Croydon 011E,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001184,Croydon 011F,E02000204,Croydon 011,00AHHD,West Thornton,00AH,Croydon
E01001185,Croydon 014B,E02000207,Croydon 014,00AHHE,Woodside,00AH,Croydon
E01001186,Croydon 014C,E02000207,Croydon 014,00AHHE,Woodside,00AH,Croydon
E01001187,Croydon 017E,E02000210,Croydon 017,00AHHE,Woodside,00AH,Croydon
E01001188,Croydon 014D,E02000207,Croydon 014,00AHHE,Woodside,00AH,Croydon
E01001189,Croydon 012C,E02000205,Croydon 012,00AHHE,Woodside,00AH,Croydon
E01001190,Croydon 012D,E02000205,Croydon 012,00AHHE,Woodside,00AH,Croydon
E01001191,Croydon 008D,E02000201,Croydon 008,00AHHE,Woodside,00AH,Croydon
E01001192,Croydon 008E,E02000201,Croydon 008,00AHHE,Woodside,00AH,Croydon
E01001193,Croydon 014E,E02000207,Croydon 014,00AHHE,Woodside,00AH,Croydon
E01001194,Croydon 012E,E02000205,Croydon 012,00AHHE,Woodside,00AH,Croydon
E01001195,Ealing 021A,E02000258,Ealing 021,00AJGC,Acton Central,00AJ,Ealing
E01001196,Ealing 015A,E02000252,Ealing 015,00AJGC,Acton Central,00AJ,Ealing
E01001197,Ealing 021B,E02000258,Ealing 021,00AJGC,Acton Central,00AJ,Ealing
E01001198,Ealing 021C,E02000258,Ealing 021,00AJGC,Acton Central,00AJ,Ealing
E01001199,Ealing 021D,E02000258,Ealing 021,00AJGC,Acton Central,00AJ,Ealing
E01001200,Ealing 025A,E02000262,Ealing 025,00AJGC,Acton Central,00AJ,Ealing
E01001201,Ealing 025B,E02000262,Ealing 025,00AJGC,Acton Central,00AJ,Ealing
E01001202,Ealing 025C,E02000262,Ealing 025,00AJGC,Acton Central,00AJ,Ealing
E01001203,Ealing 025D,E02000262,Ealing 025,00AJGC,Acton Central,00AJ,Ealing
E01001204,Ealing 018A,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001205,Ealing 018B,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001206,Ealing 018C,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001207,Ealing 018D,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001208,Ealing 018E,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001209,Ealing 013A,E02000250,Ealing 013,00AJGD,Cleveland,00AJ,Ealing
E01001210,Ealing 016A,E02000253,Ealing 016,00AJGD,Cleveland,00AJ,Ealing
E01001211,Ealing 013B,E02000250,Ealing 013,00AJGD,Cleveland,00AJ,Ealing
E01001212,Ealing 018F,E02000255,Ealing 018,00AJGD,Cleveland,00AJ,Ealing
E01001213,Ealing 023A,E02000260,Ealing 023,00AJGE,Dormers Wells,00AJ,Ealing
E01001214,Ealing 023B,E02000260,Ealing 023,00AJGE,Dormers Wells,00AJ,Ealing
E01001215,Ealing 023C,E02000260,Ealing 023,00AJGE,Dormers Wells,00AJ,Ealing
E01001216,Ealing 023D,E02000260,Ealing 023,00AJGE,Dormers Wells,00AJ,Ealing
E01001217,Ealing 014A,E02000251,Ealing 014,00AJGE,Dormers Wells,00AJ,Ealing
E01001218,Ealing 012A,E02000249,Ealing 012,00AJGE,Dormers Wells,00AJ,Ealing
E01001219,Ealing 029A,E02000266,Ealing 029,00AJGE,Dormers Wells,00AJ,Ealing
E01001220,Ealing 029B,E02000266,Ealing 029,00AJGE,Dormers Wells,00AJ,Ealing
E01001221,Ealing 020A,E02000257,Ealing 020,00AJGF,Ealing Broadway,00AJ,Ealing
E01001222,Ealing 019A,E02000256,Ealing 019,00AJGF,Ealing Broadway,00AJ,Ealing
E01001223,Ealing 020B,E02000257,Ealing 020,00AJGF,Ealing Broadway,00AJ,Ealing
E01001224,Ealing 019B,E02000256,Ealing 019,00AJGF,Ealing Broadway,00AJ,Ealing
E01001225,Ealing 020C,E02000257,Ealing 020,00AJGF,Ealing Broadway,00AJ,Ealing
E01001226,Ealing 019C,E02000256,Ealing 019,00AJGF,Ealing Broadway,00AJ,Ealing
E01001227,Ealing 019D,E02000256,Ealing 019,00AJGF,Ealing Broadway,00AJ,Ealing
E01001228,Ealing 019E,E02000256,Ealing 019,00AJGF,Ealing Broadway,00AJ,Ealing
E01001229,Ealing 031A,E02000268,Ealing 031,00AJGG,Ealing Common,00AJ,Ealing
E01001230,Ealing 031B,E02000268,Ealing 031,00AJGG,Ealing Common,00AJ,Ealing
E01001231,Ealing 027A,E02000264,Ealing 027,00AJGG,Ealing Common,00AJ,Ealing
E01001232,Ealing 031C,E02000268,Ealing 031,00AJGG,Ealing Common,00AJ,Ealing
E01001233,Ealing 031D,E02000268,Ealing 031,00AJGG,Ealing Common,00AJ,Ealing
E01001234,Ealing 027B,E02000264,Ealing 027,00AJGG,Ealing Common,00AJ,Ealing
E01001235,Ealing 020D,E02000257,Ealing 020,00AJGG,Ealing Common,00AJ,Ealing
E01001236,Ealing 020E,E02000257,Ealing 020,00AJGG,Ealing Common,00AJ,Ealing
E01001237,Ealing 031E,E02000268,Ealing 031,00AJGG,Ealing Common,00AJ,Ealing
E01001238,Ealing 015B,E02000252,Ealing 015,00AJGH,East Acton,00AJ,Ealing
E01001239,Ealing 015C,E02000252,Ealing 015,00AJGH,East Acton,00AJ,Ealing
E01001240,Ealing 024A,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001241,Ealing 024B,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001242,Ealing 024C,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001243,Ealing 024D,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001244,Ealing 024E,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001245,Ealing 024F,E02000261,Ealing 024,00AJGH,East Acton,00AJ,Ealing
E01001246,Ealing 015D,E02000252,Ealing 015,00AJGH,East Acton,00AJ,Ealing
E01001247,Ealing 015E,E02000252,Ealing 015,00AJGH,East Acton,00AJ,Ealing
E01001248,Ealing 035A,E02000272,Ealing 035,00AJGJ,Elthorne,00AJ,Ealing
E01001249,Ealing 028A,E02000265,Ealing 028,00AJGJ,Elthorne,00AJ,Ealing
E01001250,Ealing 028B,E02000265,Ealing 028,00AJGJ,Elthorne,00AJ,Ealing
E01001251,Ealing 030A,E02000267,Ealing 030,00AJGJ,Elthorne,00AJ,Ealing
E01001252,Ealing 030B,E02000267,Ealing 030,00AJGJ,Elthorne,00AJ,Ealing
E01001253,Ealing 030C,E02000267,Ealing 030,00AJGJ,Elthorne,00AJ,Ealing
E01001254,Ealing 030D,E02000267,Ealing 030,00AJGJ,Elthorne,00AJ,Ealing
E01001255,Ealing 028C,E02000265,Ealing 028,00AJGJ,Elthorne,00AJ,Ealing
E01001256,Ealing 010A,E02000247,Ealing 010,00AJGK,Greenford Broadway,00AJ,Ealing
E01001257,Ealing 008A,E02000245,Ealing 008,00AJGK,Greenford Broadway,00AJ,Ealing
E01001258,Ealing 010B,E02000247,Ealing 010,00AJGK,Greenford Broadway,00AJ,Ealing
E01001259,Ealing 014B,E02000251,Ealing 014,00AJGK,Greenford Broadway,00AJ,Ealing
E01001260,Ealing 012B,E02000249,Ealing 012,00AJGK,Greenford Broadway,00AJ,Ealing
E01001261,Ealing 012C,E02000249,Ealing 012,00AJGK,Greenford Broadway,00AJ,Ealing
E01001262,Ealing 010C,E02000247,Ealing 010,00AJGK,Greenford Broadway,00AJ,Ealing
E01001263,Ealing 010D,E02000247,Ealing 010,00AJGK,Greenford Broadway,00AJ,Ealing
E01001264,Ealing 010E,E02000247,Ealing 010,00AJGK,Greenford Broadway,00AJ,Ealing
E01001265,Ealing 006A,E02000243,Ealing 006,00AJGL,Greenford Green,00AJ,Ealing
E01001266,Ealing 006B,E02000243,Ealing 006,00AJGL,Greenford Green,00AJ,Ealing
E01001267,Ealing 006C,E02000243,Ealing 006,00AJGL,Greenford Green,00AJ,Ealing
E01001268,Ealing 012D,E02000249,Ealing 012,00AJGL,Greenford Green,00AJ,Ealing
E01001269,Ealing 001A,E02000238,Ealing 001,00AJGL,Greenford Green,00AJ,Ealing
E01001270,Ealing 004A,E02000241,Ealing 004,00AJGL,Greenford Green,00AJ,Ealing
E01001271,Ealing 001B,E02000238,Ealing 001,00AJGL,Greenford Green,00AJ,Ealing
E01001272,Ealing 006D,E02000243,Ealing 006,00AJGL,Greenford Green,00AJ,Ealing
E01001273,Ealing 020F,E02000257,Ealing 020,00AJGM,Hanger Hill,00AJ,Ealing
E01001274,Ealing 020G,E02000257,Ealing 020,00AJGM,Hanger Hill,00AJ,Ealing
E01001275,Ealing 020H,E02000257,Ealing 020,00AJGM,Hanger Hill,00AJ,Ealing
E01001276,Ealing 011A,E02000248,Ealing 011,00AJGM,Hanger Hill,00AJ,Ealing
E01001277,Ealing 011B,E02000248,Ealing 011,00AJGM,Hanger Hill,00AJ,Ealing
E01001278,Ealing 011C,E02000248,Ealing 011,00AJGM,Hanger Hill,00AJ,Ealing
E01001279,Ealing 013C,E02000250,Ealing 013,00AJGM,Hanger Hill,00AJ,Ealing
E01001280,Ealing 011D,E02000248,Ealing 011,00AJGM,Hanger Hill,00AJ,Ealing
E01001281,Ealing 013D,E02000250,Ealing 013,00AJGM,Hanger Hill,00AJ,Ealing
E01001282,Ealing 016B,E02000253,Ealing 016,00AJGN,Hobbayne,00AJ,Ealing
E01001283,Ealing 016C,E02000253,Ealing 016,00AJGN,Hobbayne,00AJ,Ealing
E01001284,Ealing 022A,E02000259,Ealing 022,00AJGN,Hobbayne,00AJ,Ealing
E01001285,Ealing 016D,E02000253,Ealing 016,00AJGN,Hobbayne,00AJ,Ealing
E01001286,Ealing 016E,E02000253,Ealing 016,00AJGN,Hobbayne,00AJ,Ealing
E01001287,Ealing 016F,E02000253,Ealing 016,00AJGN,Hobbayne,00AJ,Ealing
E01001288,Ealing 022B,E02000259,Ealing 022,00AJGN,Hobbayne,00AJ,Ealing
E01001289,Ealing 022C,E02000259,Ealing 022,00AJGN,Hobbayne,00AJ,Ealing
E01001290,Ealing 022D,E02000259,Ealing 022,00AJGN,Hobbayne,00AJ,Ealing
E01001291,Ealing 014C,E02000251,Ealing 014,00AJGP,Lady Margaret,00AJ,Ealing
E01001292,Ealing 014D,E02000251,Ealing 014,00AJGP,Lady Margaret,00AJ,Ealing
E01001293,Ealing 014E,E02000251,Ealing 014,00AJGP,Lady Margaret,00AJ,Ealing
E01001294,Ealing 017A,E02000254,Ealing 017,00AJGP,Lady Margaret,00AJ,Ealing
E01001295,Ealing 017B,E02000254,Ealing 017,00AJGP,Lady Margaret,00AJ,Ealing
E01001296,Ealing 017C,E02000254,Ealing 017,00AJGP,Lady Margaret,00AJ,Ealing
E01001297,Ealing 017D,E02000254,Ealing 017,00AJGP,Lady Margaret,00AJ,Ealing
E01001298,Ealing 017E,E02000254,Ealing 017,00AJGP,Lady Margaret,00AJ,Ealing
E01001299,Ealing 035B,E02000272,Ealing 035,00AJGQ,Northfield,00AJ,Ealing
E01001300,Ealing 039A,E02000276,Ealing 039,00AJGQ,Northfield,00AJ,Ealing
E01001301,Ealing 039B,E02000276,Ealing 039,00AJGQ,Northfield,00AJ,Ealing
E01001302,Ealing 039C,E02000276,Ealing 039,00AJGQ,Northfield,00AJ,Ealing
E01001303,Ealing 032A,E02000269,Ealing 032,00AJGQ,Northfield,00AJ,Ealing
E01001304,Ealing 039D,E02000276,Ealing 039,00AJGQ,Northfield,00AJ,Ealing
E01001305,Ealing 035C,E02000272,Ealing 035,00AJGQ,Northfield,00AJ,Ealing
E01001306,Ealing 035D,E02000272,Ealing 035,00AJGQ,Northfield,00AJ,Ealing
E01001307,Ealing 002A,E02000239,Ealing 002,00AJGR,North Greenford,00AJ,Ealing
E01001308,Ealing 002B,E02000239,Ealing 002,00AJGR,North Greenford,00AJ,Ealing
E01001309,Ealing 001C,E02000238,Ealing 001,00AJGR,North Greenford,00AJ,Ealing
E01001310,Ealing 001D,E02000238,Ealing 001,00AJGR,North Greenford,00AJ,Ealing
E01001311,Ealing 001E,E02000238,Ealing 001,00AJGR,North Greenford,00AJ,Ealing
E01001312,Ealing 002C,E02000239,Ealing 002,00AJGR,North Greenford,00AJ,Ealing
E01001313,Ealing 002D,E02000239,Ealing 002,00AJGR,North Greenford,00AJ,Ealing
E01001314,Ealing 002E,E02000239,Ealing 002,00AJGR,North Greenford,00AJ,Ealing
E01001315,Ealing 003A,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001316,Ealing 003B,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001317,Ealing 003C,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001318,Ealing 003D,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001319,Ealing 004B,E02000241,Ealing 004,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001320,Ealing 003E,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001321,Ealing 003F,E02000240,Ealing 003,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001322,Ealing 004C,E02000241,Ealing 004,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001323,Ealing 004D,E02000241,Ealing 004,00AJGS,Northolt Mandeville,00AJ,Ealing
E01001324,Ealing 008B,E02000245,Ealing 008,00AJGT,Northolt West End,00AJ,Ealing
E01001325,Ealing 009A,E02000246,Ealing 009,00AJGT,Northolt West End,00AJ,Ealing
E01001326,Ealing 008C,E02000245,Ealing 008,00AJGT,Northolt West End,00AJ,Ealing
E01001327,Ealing 009B,E02000246,Ealing 009,00AJGT,Northolt West End,00AJ,Ealing
E01001328,Ealing 009C,E02000246,Ealing 009,00AJGT,Northolt West End,00AJ,Ealing
E01001329,Ealing 009D,E02000246,Ealing 009,00AJGT,Northolt West End,00AJ,Ealing
E01001330,Ealing 008D,E02000245,Ealing 008,00AJGT,Northolt West End,00AJ,Ealing
E01001331,Ealing 009E,E02000246,Ealing 009,00AJGT,Northolt West End,00AJ,Ealing
E01001332,Ealing 008E,E02000245,Ealing 008,00AJGT,Northolt West End,00AJ,Ealing
E01001333,Ealing 038A,E02000275,Ealing 038,00AJGU,Norwood Green,00AJ,Ealing
E01001334,Ealing 029C,E02000266,Ealing 029,00AJGU,Norwood Green,00AJ,Ealing
E01001335,Ealing 038B,E02000275,Ealing 038,00AJGU,Norwood Green,00AJ,Ealing
E01001336,Ealing 038C,E02000275,Ealing 038,00AJGU,Norwood Green,00AJ,Ealing
E01001337,Ealing 029D,E02000266,Ealing 029,00AJGU,Norwood Green,00AJ,Ealing
E01001338,Ealing 029E,E02000266,Ealing 029,00AJGU,Norwood Green,00AJ,Ealing
E01001339,Ealing 029F,E02000266,Ealing 029,00AJGU,Norwood Green,00AJ,Ealing
E01001340,Ealing 029G,E02000266,Ealing 029,00AJGU,Norwood Green,00AJ,Ealing
E01001341,Ealing 005A,E02000242,Ealing 005,00AJGW,Perivale,00AJ,Ealing
E01001342,Ealing 005B,E02000242,Ealing 005,00AJGW,Perivale,00AJ,Ealing
E01001343,Ealing 005C,E02000242,Ealing 005,00AJGW,Perivale,00AJ,Ealing
E01001344,Ealing 007A,E02000244,Ealing 007,00AJGW,Perivale,00AJ,Ealing
E01001345,Ealing 005D,E02000242,Ealing 005,00AJGW,Perivale,00AJ,Ealing
E01001346,Ealing 007B,E02000244,Ealing 007,00AJGW,Perivale,00AJ,Ealing
E01001347,Ealing 007C,E02000244,Ealing 007,00AJGW,Perivale,00AJ,Ealing
E01001348,Ealing 007D,E02000244,Ealing 007,00AJGW,Perivale,00AJ,Ealing
E01001349,Ealing 006E,E02000243,Ealing 006,00AJGW,Perivale,00AJ,Ealing
E01001350,Ealing 027C,E02000264,Ealing 027,00AJGX,South Acton,00AJ,Ealing
E01001351,Ealing 025E,E02000262,Ealing 025,00AJGX,South Acton,00AJ,Ealing
E01001352,Ealing 027D,E02000264,Ealing 027,00AJGX,South Acton,00AJ,Ealing
E01001353,Ealing 033A,E02000270,Ealing 033,00AJGX,South Acton,00AJ,Ealing
E01001354,Ealing 027E,E02000264,Ealing 027,00AJGX,South Acton,00AJ,Ealing
E01001355,Ealing 033B,E02000270,Ealing 033,00AJGX,South Acton,00AJ,Ealing
E01001356,Ealing 033C,E02000270,Ealing 033,00AJGX,South Acton,00AJ,Ealing
E01001357,Ealing 033D,E02000270,Ealing 033,00AJGX,South Acton,00AJ,Ealing
E01001358,Ealing 033E,E02000270,Ealing 033,00AJGX,South Acton,00AJ,Ealing
E01001359,Ealing 026A,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001360,Ealing 026B,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001361,Ealing 023E,E02000260,Ealing 023,00AJGY,Southall Broadway,00AJ,Ealing
E01001362,Ealing 026C,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001363,Ealing 026D,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001364,Ealing 026E,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001365,Ealing 026F,E02000263,Ealing 026,00AJGY,Southall Broadway,00AJ,Ealing
E01001366,Ealing 037A,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001367,Ealing 037B,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001368,Ealing 037C,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001369,Ealing 038D,E02000275,Ealing 038,00AJGZ,Southall Green,00AJ,Ealing
E01001370,Ealing 037D,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001371,Ealing 037E,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001372,Ealing 037F,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001373,Ealing 037G,E02000274,Ealing 037,00AJGZ,Southall Green,00AJ,Ealing
E01001374,Ealing 036A,E02000273,Ealing 036,00AJHA,Southfield,00AJ,Ealing
E01001375,Ealing 034A,E02000271,Ealing 034,00AJHA,Southfield,00AJ,Ealing
E01001376,Ealing 036B,E02000273,Ealing 036,00AJHA,Southfield,00AJ,Ealing
E01001377,Ealing 034B,E02000271,Ealing 034,00AJHA,Southfield,00AJ,Ealing
E01001378,Ealing 036C,E02000273,Ealing 036,00AJHA,Southfield,00AJ,Ealing
E01001379,Ealing 034C,E02000271,Ealing 034,00AJHA,Southfield,00AJ,Ealing
E01001380,Ealing 036D,E02000273,Ealing 036,00AJHA,Southfield,00AJ,Ealing
E01001381,Ealing 034D,E02000271,Ealing 034,00AJHA,Southfield,00AJ,Ealing
E01001382,Ealing 032B,E02000269,Ealing 032,00AJHB,Walpole,00AJ,Ealing
E01001383,Ealing 028D,E02000265,Ealing 028,00AJHB,Walpole,00AJ,Ealing
E01001384,Ealing 032C,E02000269,Ealing 032,00AJHB,Walpole,00AJ,Ealing
E01001385,Ealing 032D,E02000269,Ealing 032,00AJHB,Walpole,00AJ,Ealing
E01001386,Ealing 031F,E02000268,Ealing 031,00AJHB,Walpole,00AJ,Ealing
E01001387,Ealing 032E,E02000269,Ealing 032,00AJHB,Walpole,00AJ,Ealing
E01001388,Ealing 028E,E02000265,Ealing 028,00AJHB,Walpole,00AJ,Ealing
E01001389,Ealing 028F,E02000265,Ealing 028,00AJHB,Walpole,00AJ,Ealing
E01001390,Enfield 036A,E02000312,Enfield 036,00AKGL,Bowes,00AK,Enfield
E01001391,Enfield 036B,E02000312,Enfield 036,00AKGL,Bowes,00AK,Enfield
E01001392,Enfield 032A,E02000308,Enfield 032,00AKGL,Bowes,00AK,Enfield
E01001393,Enfield 036C,E02000312,Enfield 036,00AKGL,Bowes,00AK,Enfield
E01001394,Enfield 035A,E02000311,Enfield 035,00AKGL,Bowes,00AK,Enfield
E01001395,Enfield 035B,E02000311,Enfield 035,00AKGL,Bowes,00AK,Enfield
E01001396,Enfield 036D,E02000312,Enfield 036,00AKGL,Bowes,00AK,Enfield
E01001397,Enfield 035C,E02000311,Enfield 035,00AKGL,Bowes,00AK,Enfield
E01001398,Enfield 021A,E02000297,Enfield 021,00AKGM,Bush Hill Park,00AK,Enfield
E01001399,Enfield 021B,E02000297,Enfield 021,00AKGM,Bush Hill Park,00AK,Enfield
E01001400,Enfield 021C,E02000297,Enfield 021,00AKGM,Bush Hill Park,00AK,Enfield
E01001401,Enfield 016A,E02000292,Enfield 016,00AKGM,Bush Hill Park,00AK,Enfield
E01001402,Enfield 021D,E02000297,Enfield 021,00AKGM,Bush Hill Park,00AK,Enfield
E01001403,Enfield 021E,E02000297,Enfield 021,00AKGM,Bush Hill Park,00AK,Enfield
E01001404,Enfield 026A,E02000302,Enfield 026,00AKGM,Bush Hill Park,00AK,Enfield
E01001405,Enfield 015A,E02000291,Enfield 015,00AKGM,Bush Hill Park,00AK,Enfield
E01001406,Enfield 015B,E02000291,Enfield 015,00AKGM,Bush Hill Park,00AK,Enfield
E01001407,Enfield 005A,E02000281,Enfield 005,00AKGN,Chase,00AK,Enfield
E01001408,Enfield 004A,E02000280,Enfield 004,00AKGN,Chase,00AK,Enfield
E01001409,Enfield 005B,E02000281,Enfield 005,00AKGN,Chase,00AK,Enfield
E01001410,Enfield 005C,E02000281,Enfield 005,00AKGN,Chase,00AK,Enfield
E01001411,Enfield 004B,E02000280,Enfield 004,00AKGN,Chase,00AK,Enfield
E01001412,Enfield 004C,E02000280,Enfield 004,00AKGN,Chase,00AK,Enfield
E01001413,Enfield 004D,E02000280,Enfield 004,00AKGN,Chase,00AK,Enfield
E01001414,Enfield 004E,E02000280,Enfield 004,00AKGN,Chase,00AK,Enfield
E01001415,Enfield 011A,E02000287,Enfield 011,00AKGP,Cockfosters,00AK,Enfield
E01001416,Enfield 013A,E02000289,Enfield 013,00AKGP,Cockfosters,00AK,Enfield
E01001417,Enfield 011B,E02000287,Enfield 011,00AKGP,Cockfosters,00AK,Enfield
E01001418,Enfield 011C,E02000287,Enfield 011,00AKGP,Cockfosters,00AK,Enfield
E01001419,Enfield 020A,E02000296,Enfield 020,00AKGP,Cockfosters,00AK,Enfield
E01001420,Enfield 020B,E02000296,Enfield 020,00AKGP,Cockfosters,00AK,Enfield
E01001421,Enfield 020C,E02000296,Enfield 020,00AKGP,Cockfosters,00AK,Enfield
E01001422,Enfield 011D,E02000287,Enfield 011,00AKGP,Cockfosters,00AK,Enfield
E01001423,Enfield 027A,E02000303,Enfield 027,00AKGQ,Edmonton Green,00AK,Enfield
E01001424,Enfield 030A,E02000306,Enfield 030,00AKGQ,Edmonton Green,00AK,Enfield
E01001425,Enfield 027B,E02000303,Enfield 027,00AKGQ,Edmonton Green,00AK,Enfield
E01001426,Enfield 030B,E02000306,Enfield 030,00AKGQ,Edmonton Green,00AK,Enfield
E01001427,Enfield 030C,E02000306,Enfield 030,00AKGQ,Edmonton Green,00AK,Enfield
E01001428,Enfield 027C,E02000303,Enfield 027,00AKGQ,Edmonton Green,00AK,Enfield
E01001429,Enfield 030D,E02000306,Enfield 030,00AKGQ,Edmonton Green,00AK,Enfield
E01001430,Enfield 030E,E02000306,Enfield 030,00AKGQ,Edmonton Green,00AK,Enfield
E01001431,Enfield 033A,E02000309,Enfield 033,00AKGQ,Edmonton Green,00AK,Enfield
E01001432,Enfield 033B,E02000309,Enfield 033,00AKGQ,Edmonton Green,00AK,Enfield
E01001433,Enfield 007A,E02000283,Enfield 007,00AKGR,Enfield Highway,00AK,Enfield
E01001434,Enfield 007B,E02000283,Enfield 007,00AKGR,Enfield Highway,00AK,Enfield
E01001435,Enfield 007C,E02000283,Enfield 007,00AKGR,Enfield Highway,00AK,Enfield
E01001436,Enfield 007D,E02000283,Enfield 007,00AKGR,Enfield Highway,00AK,Enfield
E01001437,Enfield 014A,E02000290,Enfield 014,00AKGR,Enfield Highway,00AK,Enfield
E01001438,Enfield 007E,E02000283,Enfield 007,00AKGR,Enfield Highway,00AK,Enfield
E01001439,Enfield 006A,E02000282,Enfield 006,00AKGR,Enfield Highway,00AK,Enfield
E01001440,Enfield 012A,E02000288,Enfield 012,00AKGR,Enfield Highway,00AK,Enfield
E01001441,Enfield 006B,E02000282,Enfield 006,00AKGR,Enfield Highway,00AK,Enfield
E01001442,Enfield 002A,E02000278,Enfield 002,00AKGS,Enfield Lock,00AK,Enfield
E01001443,Enfield 003A,E02000279,Enfield 003,00AKGS,Enfield Lock,00AK,Enfield
E01001444,Enfield 001A,E02000277,Enfield 001,00AKGS,Enfield Lock,00AK,Enfield
