LSOA_CODE,LSOA_NAME,MSOA_CODE,MSOA_NAME,STWARDCODE,STWARDNAME,LA_CODE,LA_NAME
E01003928,Southwark 005A,E02000811,Southwark 005,00BEGE,Cathedrals,00BE,Southwark
E01003929,Southwark 002B,E02000808,Southwark 002,00BEGE,Cathedrals,00BE,Southwark
E01003930,Southwark 005B,E02000811,Southwark 005,00BEGE,Cathedrals,00BE,Southwark
E01003931,Southwark 005C,E02000811,Southwark 005,00BEGE,Cathedrals,00BE,Southwark
E01003932,Southwark 005D,E02000811,Southwark 005,00BEGE,Cathedrals,00BE,Southwark
E01003933,Southwark 005E,E02000811,Southwark 005,00BEGE,Cathedrals,00BE,Southwark
E01003934,Southwark 002C,E02000808,Southwark 002,00BEGE,Cathedrals,00BE,Southwark
E01003935,Southwark 002D,E02000808,Southwark 002,00BEGE,Cathedrals,00BE,Southwark
E01003936,Southwark 009A,E02000815,Southwark 009,00BEGF,Chaucer,00BE,Southwark
E01003937,Southwark 009B,E02000815,Southwark 009,00BEGF,Chaucer,00BE,Southwark
E01003938,Southwark 006A,E02000812,Southwark 006,00BEGF,Chaucer,00BE,Southwark
E01003939,Southwark 002E,E02000808,Southwark 002,00BEGF,Chaucer,00BE,Southwark
E01003940,Southwark 006B,E02000812,Southwark 006,00BEGF,Chaucer,00BE,Southwark
E01003941,Southwark 006C,E02000812,Southwark 006,00BEGF,Chaucer,00BE,Southwark
E01003942,Southwark 006D,E02000812,Southwark 006,00BEGF,Chaucer,00BE,Southwark
E01003943,Southwark 009C,E02000815,Southwark 009,00BEGF,Chaucer,00BE,Southwark
E01003944,Southwark 009D,E02000815,Southwark 009,00BEGF,Chaucer,00BE,Southwark
E01003945,Southwark 033A,E02000839,Southwark 033,00BEGG,College,00BE,Southwark
E01003946,Southwark 033B,E02000839,Southwark 033,00BEGG,College,00BE,Southwark
E01003947,Southwark 033C,E02000839,Southwark 033,00BEGG,College,00BE,Southwark
E01003948,Southwark 033D,E02000839,Southwark 033,00BEGG,College,00BE,Southwark
E01003949,Southwark 032A,E02000838,Southwark 032,00BEGG,College,00BE,Southwark
E01003950,Southwark 032B,E02000838,Southwark 032,00BEGG,College,00BE,Southwark
E01003951,Southwark 033E,E02000839,Southwark 033,00BEGG,College,00BE,Southwark
E01003952,Southwark 030A,E02000836,Southwark 030,00BEGH,East Dulwich,00BE,Southwark
E01003953,Southwark 028A,E02000834,Southwark 028,00BEGH,East Dulwich,00BE,Southwark
E01003954,Southwark 030B,E02000836,Southwark 030,00BEGH,East Dulwich,00BE,Southwark
E01003955,Southwark 028B,E02000834,Southwark 028,00BEGH,East Dulwich,00BE,Southwark
E01003956,Southwark 030C,E02000836,Southwark 030,00BEGH,East Dulwich,00BE,Southwark
E01003957,Southwark 032C,E02000838,Southwark 032,00BEGH,East Dulwich,00BE,Southwark
E01003958,Southwark 032D,E02000838,Southwark 032,00BEGH,East Dulwich,00BE,Southwark
E01003959,Southwark 009E,E02000815,Southwark 009,00BEGJ,East Walworth,00BE,Southwark
E01003960,Southwark 012A,E02000818,Southwark 012,00BEGJ,East Walworth,00BE,Southwark
E01003961,Southwark 012B,E02000818,Southwark 012,00BEGJ,East Walworth,00BE,Southwark
E01003962,Southwark 012C,E02000818,Southwark 012,00BEGJ,East Walworth,00BE,Southwark
E01003963,Southwark 016A,E02000822,Southwark 016,00BEGJ,East Walworth,00BE,Southwark
E01003964,Southwark 015A,E02000821,Southwark 015,00BEGJ,East Walworth,00BE,Southwark
E01003965,Southwark 012D,E02000818,Southwark 012,00BEGJ,East Walworth,00BE,Southwark
E01003966,Southwark 015B,E02000821,Southwark 015,00BEGJ,East Walworth,00BE,Southwark
E01003967,Southwark 016B,E02000822,Southwark 016,00BEGK,Faraday,00BE,Southwark
E01003968,Southwark 015C,E02000821,Southwark 015,00BEGK,Faraday,00BE,Southwark
E01003969,Southwark 017B,E02000823,Southwark 017,00BEGK,Faraday,00BE,Southwark
E01003970,Southwark 016C,E02000822,Southwark 016,00BEGK,Faraday,00BE,Southwark
E01003971,Southwark 015D,E02000821,Southwark 015,00BEGK,Faraday,00BE,Southwark
E01003972,Southwark 016D,E02000822,Southwark 016,00BEGK,Faraday,00BE,Southwark
E01003973,Southwark 016E,E02000822,Southwark 016,00BEGK,Faraday,00BE,Southwark
E01003974,Southwark 015E,E02000821,Southwark 015,00BEGK,Faraday,00BE,Southwark
E01003975,Southwark 004A,E02000810,Southwark 004,00BEGL,Grange,00BE,Southwark
E01003976,Southwark 003A,E02000809,Southwark 003,00BEGL,Grange,00BE,Southwark
E01003977,Southwark 010A,E02000816,Southwark 010,00BEGL,Grange,00BE,Southwark
E01003978,Southwark 004B,E02000810,Southwark 004,00BEGL,Grange,00BE,Southwark
E01003979,Southwark 006E,E02000812,Southwark 006,00BEGL,Grange,00BE,Southwark
E01003980,Southwark 013A,E02000819,Southwark 013,00BEGL,Grange,00BE,Southwark
E01003981,Southwark 006F,E02000812,Southwark 006,00BEGL,Grange,00BE,Southwark
E01003982,Southwark 003B,E02000809,Southwark 003,00BEGL,Grange,00BE,Southwark
E01003983,Southwark 018A,E02000824,Southwark 018,00BEGM,Livesey,00BE,Southwark
E01003984,Southwark 023A,E02000829,Southwark 023,00BEGM,Livesey,00BE,Southwark
E01003985,Southwark 022A,E02000828,Southwark 022,00BEGM,Livesey,00BE,Southwark
E01003986,Southwark 011A,E02000817,Southwark 011,00BEGM,Livesey,00BE,Southwark
E01003987,Southwark 011B,E02000817,Southwark 011,00BEGM,Livesey,00BE,Southwark
E01003988,Southwark 018B,E02000824,Southwark 018,00BEGM,Livesey,00BE,Southwark
E01003989,Southwark 018C,E02000824,Southwark 018,00BEGM,Livesey,00BE,Southwark
E01003990,Southwark 018D,E02000824,Southwark 018,00BEGM,Livesey,00BE,Southwark
E01003991,Southwark 017C,E02000823,Southwark 017,00BEGN,Newington,00BE,Southwark
E01003992,Southwark 014A,E02000820,Southwark 014,00BEGN,Newington,00BE,Southwark
E01003993,Southwark 017D,E02000823,Southwark 017,00BEGN,Newington,00BE,Southwark
E01003994,Southwark 012E,E02000818,Southwark 012,00BEGN,Newington,00BE,Southwark
E01003995,Southwark 014B,E02000820,Southwark 014,00BEGN,Newington,00BE,Southwark
E01003996,Southwark 014C,E02000820,Southwark 014,00BEGN,Newington,00BE,Southwark
E01003997,Southwark 017E,E02000823,Southwark 017,00BEGN,Newington,00BE,Southwark
E01003998,Southwark 014D,E02000820,Southwark 014,00BEGN,Newington,00BE,Southwark
E01003999,Southwark 014E,E02000820,Southwark 014,00BEGN,Newington,00BE,Southwark
E01004000,Southwark 026A,E02000832,Southwark 026,00BEGP,Nunhead,00BE,Southwark
E01004001,Southwark 026B,E02000832,Southwark 026,00BEGP,Nunhead,00BE,Southwark
E01004002,Southwark 029A,E02000835,Southwark 029,00BEGP,Nunhead,00BE,Southwark
E01004003,Southwark 023B,E02000829,Southwark 023,00BEGP,Nunhead,00BE,Southwark
E01004004,Southwark 023C,E02000829,Southwark 023,00BEGP,Nunhead,00BE,Southwark
E01004005,Southwark 023D,E02000829,Southwark 023,00BEGP,Nunhead,00BE,Southwark
E01004006,Southwark 023E,E02000829,Southwark 023,00BEGP,Nunhead,00BE,Southwark
E01004007,Southwark 018E,E02000824,Southwark 018,00BEGQ,Peckham,00BE,Southwark
E01004008,Southwark 022B,E02000828,Southwark 022,00BEGQ,Peckham,00BE,Southwark
E01004009,Southwark 022C,E02000828,Southwark 022,00BEGQ,Peckham,00BE,Southwark
E01004010,Southwark 022D,E02000828,Southwark 022,00BEGQ,Peckham,00BE,Southwark
E01004011,Southwark 019B,E02000825,Southwark 019,00BEGQ,Peckham,00BE,Southwark
E01004012,Southwark 019C,E02000825,Southwark 019,00BEGQ,Peckham,00BE,Southwark
E01004013,Southwark 019D,E02000825,Southwark 019,00BEGQ,Peckham,00BE,Southwark
E01004014,Southwark 019E,E02000825,Southwark 019,00BEGQ,Peckham,00BE,Southwark
E01004015,Southwark 028C,E02000834,Southwark 028,00BEGR,Peckham Rye,00BE,Southwark
E01004016,Southwark 029B,E02000835,Southwark 029,00BEGR,Peckham Rye,00BE,Southwark
E01004017,Southwark 029C,E02000835,Southwark 029,00BEGR,Peckham Rye,00BE,Southwark
E01004018,Southwark 032E,E02000838,Southwark 032,00BEGR,Peckham Rye,00BE,Southwark
E01004019,Southwark 026C,E02000832,Southwark 026,00BEGR,Peckham Rye,00BE,Southwark
E01004020,Southwark 029D,E02000835,Southwark 029,00BEGR,Peckham Rye,00BE,Southwark
E01004021,Southwark 028D,E02000834,Southwark 028,00BEGR,Peckham Rye,00BE,Southwark
E01004022,Southwark 004C,E02000810,Southwark 004,00BEGS,Riverside,00BE,Southwark
E01004023,Southwark 004D,E02000810,Southwark 004,00BEGS,Riverside,00BE,Southwark
E01004024,Southwark 011C,E02000817,Southwark 011,00BEGS,Riverside,00BE,Southwark
E01004025,Southwark 003C,E02000809,Southwark 003,00BEGS,Riverside,00BE,Southwark
E01004026,Southwark 003D,E02000809,Southwark 003,00BEGS,Riverside,00BE,Southwark
E01004027,Southwark 003E,E02000809,Southwark 003,00BEGS,Riverside,00BE,Southwark
E01004028,Southwark 004E,E02000810,Southwark 004,00BEGS,Riverside,00BE,Southwark
E01004029,Southwark 001A,E02000807,Southwark 001,00BEGT,Rotherhithe,00BE,Southwark
E01004030,Southwark 007A,E02000813,Southwark 007,00BEGT,Rotherhithe,00BE,Southwark
E01004031,Southwark 007B,E02000813,Southwark 007,00BEGT,Rotherhithe,00BE,Southwark
E01004032,Southwark 001B,E02000807,Southwark 001,00BEGT,Rotherhithe,00BE,Southwark
E01004033,Southwark 007C,E02000813,Southwark 007,00BEGT,Rotherhithe,00BE,Southwark
E01004034,Southwark 007D,E02000813,Southwark 007,00BEGT,Rotherhithe,00BE,Southwark
E01004035,Southwark 011D,E02000817,Southwark 011,00BEGT,Rotherhithe,00BE,Southwark
E01004036,Southwark 007E,E02000813,Southwark 007,00BEGT,Rotherhithe,00BE,Southwark
E01004037,Southwark 010B,E02000816,Southwark 010,00BEGU,South Bermondsey,00BE,Southwark
E01004038,Southwark 010C,E02000816,Southwark 010,00BEGU,South Bermondsey,00BE,Southwark
E01004039,Southwark 013B,E02000819,Southwark 013,00BEGU,South Bermondsey,00BE,Southwark
E01004040,Southwark 013C,E02000819,Southwark 013,00BEGU,South Bermondsey,00BE,Southwark
E01004041,Southwark 013D,E02000819,Southwark 013,00BEGU,South Bermondsey,00BE,Southwark
E01004042,Southwark 010D,E02000816,Southwark 010,00BEGU,South Bermondsey,00BE,Southwark
E01004043,Southwark 010E,E02000816,Southwark 010,00BEGU,South Bermondsey,00BE,Southwark
E01004044,Southwark 013E,E02000819,Southwark 013,00BEGU,South Bermondsey,00BE,Southwark
E01004045,Southwark 027A,E02000833,Southwark 027,00BEGW,South Camberwell,00BE,Southwark
E01004046,Southwark 028E,E02000834,Southwark 028,00BEGW,South Camberwell,00BE,Southwark
E01004047,Southwark 027B,E02000833,Southwark 027,00BEGW,South Camberwell,00BE,Southwark
E01004048,Southwark 027C,E02000833,Southwark 027,00BEGW,South Camberwell,00BE,Southwark
E01004049,Southwark 027D,E02000833,Southwark 027,00BEGW,South Camberwell,00BE,Southwark
E01004050,Southwark 024D,E02000830,Southwark 024,00BEGW,South Camberwell,00BE,Southwark
E01004051,Southwark 027E,E02000833,Southwark 027,00BEGW,South Camberwell,00BE,Southwark
E01004052,Southwark 024E,E02000830,Southwark 024,00BEGW,South Camberwell,00BE,Southwark
E01004053,Southwark 001C,E02000807,Southwark 001,00BEGX,Surrey Docks,00BE,Southwark
E01004054,Southwark 001D,E02000807,Southwark 001,00BEGX,Surrey Docks,00BE,Southwark
E01004055,Southwark 001E,E02000807,Southwark 001,00BEGX,Surrey Docks,00BE,Southwark
E01004056,Southwark 008A,E02000814,Southwark 008,00BEGX,Surrey Docks,00BE,Southwark
E01004057,Southwark 008B,E02000814,Southwark 008,00BEGX,Surrey Docks,00BE,Southwark
E01004058,Southwark 008C,E02000814,Southwark 008,00BEGX,Surrey Docks,00BE,Southwark
E01004059,Southwark 008D,E02000814,Southwark 008,00BEGX,Surrey Docks,00BE,Southwark
E01004060,Southwark 008E,E02000814,Southwark 008,00BEGX,Surrey Docks,00BE,Southwark
E01004061,Southwark 025A,E02000831,Southwark 025,00BEGY,The Lane,00BE,Southwark
E01004062,Southwark 025B,E02000831,Southwark 025,00BEGY,The Lane,00BE,Southwark
E01004063,Southwark 025C,E02000831,Southwark 025,00BEGY,The Lane,00BE,Southwark
E01004064,Southwark 026D,E02000832,Southwark 026,00BEGY,The Lane,00BE,Southwark
E01004065,Southwark 025D,E02000831,Southwark 025,00BEGY,The Lane,00BE,Southwark
E01004066,Southwark 025E,E02000831,Southwark 025,00BEGY,The Lane,00BE,Southwark
E01004067,Southwark 022E,E02000828,Southwark 022,00BEGY,The Lane,00BE,Southwark
E01004068,Southwark 026E,E02000832,Southwark 026,00BEGY,The Lane,00BE,Southwark
E01004069,Southwark 031A,E02000837,Southwark 031,00BEGZ,Village,00BE,Southwark
E01004070,Southwark 031B,E02000837,Southwark 031,00BEGZ,Village,00BE,Southwark
E01004071,Southwark 030D,E02000836,Southwark 030,00BEGZ,Village,00BE,Southwark
E01004072,Southwark 030E,E02000836,Southwark 030,00BEGZ,Village,00BE,Southwark
E01004073,Southwark 031C,E02000837,Southwark 031,00BEGZ,Village,00BE,Southwark
E01004074,Southwark 031D,E02000837,Southwark 031,00BEGZ,Village,00BE,Southwark
E01004075,Southwark 031E,E02000837,Southwark 031,00BEGZ,Village,00BE,Southwark
E01004076,Sutton 011A,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004077,Sutton 011B,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004078,Sutton 011C,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004079,Sutton 011D,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004080,Sutton 011E,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004081,Sutton 011F,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004082,Sutton 011G,E02000850,Sutton 011,00BFGC,Beddington North,00BF,Sutton
E01004083,Sutton 019A,E02000858,Sutton 019,00BFGD,Beddington South,00BF,Sutton
E01004084,Sutton 024A,E02000863,Sutton 024,00BFGD,Beddington South,00BF,Sutton
E01004085,Sutton 024B,E02000863,Sutton 024,00BFGD,Beddington South,00BF,Sutton
E01004086,Sutton 019B,E02000858,Sutton 019,00BFGD,Beddington South,00BF,Sutton
E01004087,Sutton 017A,E02000856,Sutton 017,00BFGD,Beddington South,00BF,Sutton
E01004088,Sutton 019C,E02000858,Sutton 019,00BFGD,Beddington South,00BF,Sutton
E01004089,Sutton 019D,E02000858,Sutton 019,00BFGD,Beddington South,00BF,Sutton
E01004090,Sutton 021A,E02000860,Sutton 021,00BFGE,Belmont,00BF,Sutton
E01004091,Sutton 022A,E02000861,Sutton 022,00BFGE,Belmont,00BF,Sutton
E01004092,Sutton 022B,E02000861,Sutton 022,00BFGE,Belmont,00BF,Sutton
E01004093,Sutton 023A,E02000862,Sutton 023,00BFGE,Belmont,00BF,Sutton
E01004094,Sutton 023B,E02000862,Sutton 023,00BFGE,Belmont,00BF,Sutton
E01004095,Sutton 023C,E02000862,Sutton 023,00BFGE,Belmont,00BF,Sutton
E01004096,Sutton 021B,E02000860,Sutton 021,00BFGE,Belmont,00BF,Sutton
E01004097,Sutton 015A,E02000854,Sutton 015,00BFGF,Carshalton Central,00BF,Sutton
E01004098,Sutton 015B,E02000854,Sutton 015,00BFGF,Carshalton Central,00BF,Sutton
E01004099,Sutton 015C,E02000854,Sutton 015,00BFGF,Carshalton Central,00BF,Sutton
E01004100,Sutton 015D,E02000854,Sutton 015,00BFGF,Carshalton Central,00BF,Sutton
E01004101,Sutton 013A,E02000852,Sutton 013,00BFGF,Carshalton Central,00BF,Sutton
E01004102,Sutton 015E,E02000854,Sutton 015,00BFGF,Carshalton Central,00BF,Sutton
E01004103,Sutton 013B,E02000852,Sutton 013,00BFGF,Carshalton Central,00BF,Sutton
E01004104,Sutton 020A,E02000859,Sutton 020,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004105,Sutton 022C,E02000861,Sutton 022,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004106,Sutton 022D,E02000861,Sutton 022,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004107,Sutton 020B,E02000859,Sutton 020,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004108,Sutton 024C,E02000863,Sutton 024,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004109,Sutton 024D,E02000863,Sutton 024,00BFGG,Carshalton South and Clockhouse,00BF,Sutton
E01004110,Sutton 016A,E02000855,Sutton 016,00BFGH,Cheam,00BF,Sutton
E01004111,Sutton 016B,E02000855,Sutton 016,00BFGH,Cheam,00BF,Sutton
E01004112,Sutton 016C,E02000855,Sutton 016,00BFGH,Cheam,00BF,Sutton
E01004113,Sutton 023D,E02000862,Sutton 023,00BFGH,Cheam,00BF,Sutton
E01004114,Sutton 023E,E02000862,Sutton 023,00BFGH,Cheam,00BF,Sutton
E01004115,Sutton 009A,E02000848,Sutton 009,00BFGH,Cheam,00BF,Sutton
E01004116,Sutton 008A,E02000847,Sutton 008,00BFGJ,Nonsuch,00BF,Sutton
E01004117,Sutton 006A,E02000845,Sutton 006,00BFGJ,Nonsuch,00BF,Sutton
E01004118,Sutton 009B,E02000848,Sutton 009,00BFGJ,Nonsuch,00BF,Sutton
E01004119,Sutton 009C,E02000848,Sutton 009,00BFGJ,Nonsuch,00BF,Sutton
E01004120,Sutton 016D,E02000855,Sutton 016,00BFGJ,Nonsuch,00BF,Sutton
E01004121,Sutton 006B,E02000845,Sutton 006,00BFGJ,Nonsuch,00BF,Sutton
E01004122,Sutton 008B,E02000847,Sutton 008,00BFGJ,Nonsuch,00BF,Sutton
E01004123,Sutton 002A,E02000841,Sutton 002,00BFGK,St Helier,00BF,Sutton
E01004124,Sutton 002B,E02000841,Sutton 002,00BFGK,St Helier,00BF,Sutton
E01004125,Sutton 001A,E02000840,Sutton 001,00BFGK,St Helier,00BF,Sutton
E01004126,Sutton 002C,E02000841,Sutton 002,00BFGK,St Helier,00BF,Sutton
E01004127,Sutton 005A,E02000844,Sutton 005,00BFGK,St Helier,00BF,Sutton
E01004128,Sutton 002D,E02000841,Sutton 002,00BFGK,St Helier,00BF,Sutton
E01004129,Sutton 002E,E02000841,Sutton 002,00BFGK,St Helier,00BF,Sutton
E01004130,Sutton 003A,E02000842,Sutton 003,00BFGL,Stonecot,00BF,Sutton
E01004131,Sutton 003B,E02000842,Sutton 003,00BFGL,Stonecot,00BF,Sutton
E01004132,Sutton 009D,E02000848,Sutton 009,00BFGL,Stonecot,00BF,Sutton
E01004133,Sutton 009E,E02000848,Sutton 009,00BFGL,Stonecot,00BF,Sutton
E01004134,Sutton 003C,E02000842,Sutton 003,00BFGL,Stonecot,00BF,Sutton
E01004135,Sutton 003D,E02000842,Sutton 003,00BFGL,Stonecot,00BF,Sutton
E01004136,Sutton 003E,E02000842,Sutton 003,00BFGL,Stonecot,00BF,Sutton
E01004137,Sutton 012A,E02000851,Sutton 012,00BFGM,Sutton Central,00BF,Sutton
E01004138,Sutton 013C,E02000852,Sutton 013,00BFGM,Sutton Central,00BF,Sutton
E01004139,Sutton 013D,E02000852,Sutton 013,00BFGM,Sutton Central,00BF,Sutton
E01004140,Sutton 012B,E02000851,Sutton 012,00BFGM,Sutton Central,00BF,Sutton
E01004141,Sutton 012C,E02000851,Sutton 012,00BFGM,Sutton Central,00BF,Sutton
E01004142,Sutton 012D,E02000851,Sutton 012,00BFGM,Sutton Central,00BF,Sutton
E01004143,Sutton 014A,E02000853,Sutton 014,00BFGM,Sutton Central,00BF,Sutton
E01004144,Sutton 007A,E02000846,Sutton 007,00BFGN,Sutton North,00BF,Sutton
E01004145,Sutton 007B,E02000846,Sutton 007,00BFGN,Sutton North,00BF,Sutton
E01004146,Sutton 007C,E02000846,Sutton 007,00BFGN,Sutton North,00BF,Sutton
E01004147,Sutton 007D,E02000846,Sutton 007,00BFGN,Sutton North,00BF,Sutton
E01004148,Sutton 014B,E02000853,Sutton 014,00BFGN,Sutton North,00BF,Sutton
E01004149,Sutton 012E,E02000851,Sutton 012,00BFGN,Sutton North,00BF,Sutton
E01004150,Sutton 021C,E02000860,Sutton 021,00BFGP,Sutton South,00BF,Sutton
E01004151,Sutton 021D,E02000860,Sutton 021,00BFGP,Sutton South,00BF,Sutton
E01004152,Sutton 018A,E02000857,Sutton 018,00BFGP,Sutton South,00BF,Sutton
E01004153,Sutton 021E,E02000860,Sutton 021,00BFGP,Sutton South,00BF,Sutton
E01004154,Sutton 022E,E02000861,Sutton 022,00BFGP,Sutton South,00BF,Sutton
E01004155,Sutton 018B,E02000857,Sutton 018,00BFGP,Sutton South,00BF,Sutton
E01004156,Sutton 018C,E02000857,Sutton 018,00BFGQ,Sutton West,00BF,Sutton
E01004157,Sutton 016E,E02000855,Sutton 016,00BFGQ,Sutton West,00BF,Sutton
E01004158,Sutton 018D,E02000857,Sutton 018,00BFGQ,Sutton West,00BF,Sutton
E01004159,Sutton 014C,E02000853,Sutton 014,00BFGQ,Sutton West,00BF,Sutton
E01004160,Sutton 014D,E02000853,Sutton 014,00BFGQ,Sutton West,00BF,Sutton
E01004161,Sutton 014E,E02000853,Sutton 014,00BFGQ,Sutton West,00BF,Sutton
E01004162,Sutton 018E,E02000857,Sutton 018,00BFGQ,Sutton West,00BF,Sutton
E01004163,Sutton 005B,E02000844,Sutton 005,00BFGR,The Wrythe,00BF,Sutton
E01004164,Sutton 004A,E02000843,Sutton 004,00BFGR,The Wrythe,00BF,Sutton
E01004165,Sutton 005C,E02000844,Sutton 005,00BFGR,The Wrythe,00BF,Sutton
E01004166,Sutton 004B,E02000843,Sutton 004,00BFGR,The Wrythe,00BF,Sutton
E01004167,Sutton 005D,E02000844,Sutton 005,00BFGR,The Wrythe,00BF,Sutton
E01004168,Sutton 013E,E02000852,Sutton 013,00BFGR,The Wrythe,00BF,Sutton
E01004169,Sutton 004C,E02000843,Sutton 004,00BFGR,The Wrythe,00BF,Sutton
E01004170,Sutton 017B,E02000856,Sutton 017,00BFGS,Wallington North,00BF,Sutton
E01004171,Sutton 010A,E02000849,Sutton 010,00BFGS,Wallington North,00BF,Sutton
E01004172,Sutton 010B,E02000849,Sutton 010,00BFGS,Wallington North,00BF,Sutton
E01004173,Sutton 010C,E02000849,Sutton 010,00BFGS,Wallington North,00BF,Sutton
E01004174,Sutton 017C,E02000856,Sutton 017,00BFGS,Wallington North,00BF,Sutton
E01004175,Sutton 010D,E02000849,Sutton 010,00BFGS,Wallington North,00BF,Sutton
E01004176,Sutton 010E,E02000849,Sutton 010,00BFGS,Wallington North,00BF,Sutton
E01004177,Sutton 020C,E02000859,Sutton 020,00BFGT,Wallington South,00BF,Sutton
E01004178,Sutton 017D,E02000856,Sutton 017,00BFGT,Wallington South,00BF,Sutton
E01004179,Sutton 017E,E02000856,Sutton 017,00BFGT,Wallington South,00BF,Sutton
E01004180,Sutton 020D,E02000859,Sutton 020,00BFGT,Wallington South,00BF,Sutton
E01004181,Sutton 020E,E02000859,Sutton 020,00BFGT,Wallington South,00BF,Sutton
E01004182,Sutton 019E,E02000858,Sutton 019,00BFGT,Wallington South,00BF,Sutton
E01004183,Sutton 001B,E02000840,Sutton 001,00BFGU,Wandle Valley,00BF,Sutton
E01004184,Sutton 001C,E02000840,Sutton 001,00BFGU,Wandle Valley,00BF,Sutton
E01004185,Sutton 001D,E02000840,Sutton 001,00BFGU,Wandle Valley,00BF,Sutton
E01004186,Sutton 004D,E02000843,Sutton 004,00BFGU,Wandle Valley,00BF,Sutton
E01004187,Sutton 005E,E02000844,Sutton 005,00BFGU,Wandle Valley,00BF,Sutton
E01004188,Sutton 004E,E02000843,Sutton 004,00BFGU,Wandle Valley,00BF,Sutton
E01004189,Sutton 001E,E02000840,Sutton 001,00BFGU,Wandle Valley,00BF,Sutton
E01004190,Sutton 008C,E02000847,Sutton 008,00BFGW,Worcester Park,00BF,Sutton
E01004191,Sutton 008D,E02000847,Sutton 008,00BFGW,Worcester Park,00BF,Sutton
E01004192,Sutton 006C,E02000845,Sutton 006,00BFGW,Worcester Park,00BF,Sutton
E01004193,Sutton 006D,E02000845,Sutton 006,00BFGW,Worcester Park,00BF,Sutton
E01004194,Sutton 008E,E02000847,Sutton 008,00BFGW,Worcester Park,00BF,Sutton
E01004195,Sutton 006E,E02000845,Sutton 006,00BFGW,Worcester Park,00BF,Sutton
E01004196,Sutton 008F,E02000847,Sutton 008,00BFGW,Worcester Park,00BF,Sutton
E01004197,Tower Hamlets 002A,E02000865,Tower Hamlets 002,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004198,Tower Hamlets 002B,E02000865,Tower Hamlets 002,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004199,Tower Hamlets 002C,E02000865,Tower Hamlets 002,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004200,Tower Hamlets 005A,E02000868,Tower Hamlets 005,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004201,Tower Hamlets 002D,E02000865,Tower Hamlets 002,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004202,Tower Hamlets 005B,E02000868,Tower Hamlets 005,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004203,Tower Hamlets 005C,E02000868,Tower Hamlets 005,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004204,Tower Hamlets 005D,E02000868,Tower Hamlets 005,00BGFW,Bethnal Green North,00BG,Tower Hamlets
E01004205,Tower Hamlets 013A,E02000876,Tower Hamlets 013,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004206,Tower Hamlets 013B,E02000876,Tower Hamlets 013,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004207,Tower Hamlets 011A,E02000874,Tower Hamlets 011,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004208,Tower Hamlets 013C,E02000876,Tower Hamlets 013,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004209,Tower Hamlets 011B,E02000874,Tower Hamlets 011,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004210,Tower Hamlets 011C,E02000874,Tower Hamlets 011,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004211,Tower Hamlets 013D,E02000876,Tower Hamlets 013,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004212,Tower Hamlets 011D,E02000874,Tower Hamlets 011,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004213,Tower Hamlets 011E,E02000874,Tower Hamlets 011,00BGFX,Bethnal Green South,00BG,Tower Hamlets
E01004214,Tower Hamlets 030A,E02000893,Tower Hamlets 030,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
E01004215,Tower Hamlets 028A,E02000891,Tower Hamlets 028,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
E01004216,Tower Hamlets 030B,E02000893,Tower Hamlets 030,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
E01004217,Tower Hamlets 030C,E02000893,Tower Hamlets 030,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
E01004218,Tower Hamlets 030D,E02000893,Tower Hamlets 030,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
E01004219,Tower Hamlets 028B,E02000891,Tower Hamlets 028,00BGFY,Blackwall and Cubitt Town,00BG,Tower Hamlets
